campaign_id,seed,episode,source_agent,flood_rounds,first_full_agreement_round,directed_return_transmissions,all_agents_received,all_agents_equal,observed_return
TRAJ-MICRO-V1,12031,30,0,2,2,8,1,1,0.7844826192790102
TRAJ-MICRO-V1,12031,31,0,2,2,8,1,1,0.824987742958604
TRAJ-MICRO-V1,12031,32,0,2,2,8,1,1,0.8458518119306238
TRAJ-MICRO-V1,12031,33,0,2,2,8,1,1,0.7862432883852614
TRAJ-MICRO-V1,12031,34,0,2,2,8,1,1,0.8012492713574464
TRAJ-MICRO-V1,12031,35,0,2,2,8,1,1,0.8274022992173586
TRAJ-MICRO-V1,12031,36,0,2,2,8,1,1,0.7834834255141618
TRAJ-MICRO-V1,12031,37,0,2,2,8,1,1,0.8227576683061467
TRAJ-MICRO-V1,12031,38,0,2,2,8,1,1,0.8387095769762634
TRAJ-MICRO-V1,12031,39,0,2,2,8,1,1,0.7849189556096201
TRAJ-MICRO-V1,12031,40,0,2,2,8,1,1,0.8250788158005924
TRAJ-MICRO-V1,12031,41,0,2,2,8,1,1,0.8150971310150975
TRAJ-MICRO-V1,12031,42,0,2,2,8,1,1,0.7880166748537887
TRAJ-MICRO-V1,12031,43,0,2,2,8,1,1,0.8340704111061075
TRAJ-MICRO-V1,12031,44,0,2,2,8,1,1,0.8821572633656974
TRAJ-MICRO-V1,12031,45,0,2,2,8,1,1,0.8277670482691716
TRAJ-MICRO-V1,12031,46,0,2,2,8,1,1,0.8702931657669396
TRAJ-MICRO-V1,12031,47,0,2,2,8,1,1,0.8923677076695373
TRAJ-MICRO-V1,12031,48,0,2,2,8,1,1,0.8317734001615037
TRAJ-MICRO-V1,12031,49,0,2,2,8,1,1,0.8741198213965178
TRAJ-MICRO-V1,12031,50,0,2,2,8,1,1,0.8434371972573197
TRAJ-MICRO-V1,12031,51,0,2,2,8,1,1,0.8223956851608198
TRAJ-MICRO-V1,12031,52,0,2,2,8,1,1,0.8592096519545218
TRAJ-MICRO-V1,12031,53,0,2,2,8,1,1,0.8204875032196269
TRAJ-MICRO-V1,12031,54,0,2,2,8,1,1,0.7996919153985984
TRAJ-MICRO-V1,12031,55,0,2,2,8,1,1,0.7881993685041502
TRAJ-MICRO-V1,12031,56,0,2,2,8,1,1,0.7874403522683732
TRAJ-MICRO-V1,12031,57,0,2,2,8,1,1,0.7789194952270135
TRAJ-MICRO-V1,12031,58,0,2,2,8,1,1,0.8227930819265846
TRAJ-MICRO-V1,12031,59,0,2,2,8,1,1,0.8397620824919735
TRAJ-MICRO-V1,12031,60,0,2,2,8,1,1,0.8205196544705384
TRAJ-MICRO-V1,12031,61,0,2,2,8,1,1,0.8555451665908875
TRAJ-MICRO-V1,12031,62,0,2,2,8,1,1,0.8733488723615133
TRAJ-MICRO-V1,12031,63,0,2,2,8,1,1,0.8446044132524377
TRAJ-MICRO-V1,12031,64,0,2,2,8,1,1,0.8734759376574036
TRAJ-MICRO-V1,12031,65,0,2,2,8,1,1,0.8749724846601724
TRAJ-MICRO-V1,12031,66,0,2,2,8,1,1,0.8279321210480534
TRAJ-MICRO-V1,12031,67,0,2,2,8,1,1,0.8634660299703167
TRAJ-MICRO-V1,12031,68,0,2,2,8,1,1,0.8638288107880532
TRAJ-MICRO-V1,12031,69,0,2,2,8,1,1,0.827650902054543
TRAJ-MICRO-V1,12031,70,0,2,2,8,1,1,0.8224372043643203
TRAJ-MICRO-V1,12031,71,0,2,2,8,1,1,0.8408548121928785
TRAJ-MICRO-V1,12031,72,0,2,2,8,1,1,0.8270738773633034
TRAJ-MICRO-V1,12031,73,0,2,2,8,1,1,0.8298221663969788
TRAJ-MICRO-V1,12031,74,0,2,2,8,1,1,0.8272456071112344
TRAJ-MICRO-V1,12031,75,0,2,2,8,1,1,0.7904464825702293
TRAJ-MICRO-V1,12031,76,0,2,2,8,1,1,0.7959944503904439
TRAJ-MICRO-V1,12031,77,0,2,2,8,1,1,0.814448783970785
TRAJ-MICRO-V1,12031,78,0,2,2,8,1,1,0.8238469117302984
TRAJ-MICRO-V1,12031,79,0,2,2,8,1,1,0.8196794407462786
TRAJ-MICRO-V1,12031,80,0,2,2,8,1,1,0.8656426160776207
TRAJ-MICRO-V1,12031,81,0,2,2,8,1,1,0.83658384983631
TRAJ-MICRO-V1,12031,82,0,2,2,8,1,1,0.8522226960736201
TRAJ-MICRO-V1,12031,83,0,2,2,8,1,1,0.842812465228871
TRAJ-MICRO-V1,12031,84,0,2,2,8,1,1,0.7748360879939616
TRAJ-MICRO-V1,12031,85,0,2,2,8,1,1,0.8466986975171733
TRAJ-MICRO-V1,12031,86,0,2,2,8,1,1,0.8404900078282529
TRAJ-MICRO-V1,12031,87,0,2,2,8,1,1,0.8457342405670628
TRAJ-MICRO-V1,12031,88,0,2,2,8,1,1,0.8588440417137155
TRAJ-MICRO-V1,12031,89,0,2,2,8,1,1,0.8554212174884861
TRAJ-MICRO-V1,12031,90,0,2,2,8,1,1,0.8193746640706612
TRAJ-MICRO-V1,12031,91,0,2,2,8,1,1,0.8476169026187882
TRAJ-MICRO-V1,12031,92,0,2,2,8,1,1,0.8338803339120613
TRAJ-MICRO-V1,12031,93,0,2,2,8,1,1,0.8035271627490906
TRAJ-MICRO-V1,12031,94,0,2,2,8,1,1,0.8448834266892434
TRAJ-MICRO-V1,12031,95,0,2,2,8,1,1,0.8324117129099832
TRAJ-MICRO-V1,12031,96,0,2,2,8,1,1,0.8555794883668206
TRAJ-MICRO-V1,12031,97,0,2,2,8,1,1,0.8478635505654253
TRAJ-MICRO-V1,12031,98,0,2,2,8,1,1,0.8694455786513967
TRAJ-MICRO-V1,12031,99,0,2,2,8,1,1,0.7814836130538508
TRAJ-MICRO-V1,12031,100,0,2,2,8,1,1,0.8260993526049042
TRAJ-MICRO-V1,12031,101,0,2,2,8,1,1,0.8515874697787265
TRAJ-MICRO-V1,12031,102,0,2,2,8,1,1,0.8379978549792909
TRAJ-MICRO-V1,12031,103,0,2,2,8,1,1,0.8664013629418281
TRAJ-MICRO-V1,12031,104,0,2,2,8,1,1,0.887560023012215
TRAJ-MICRO-V1,12031,105,0,2,2,8,1,1,0.8779915899510475
TRAJ-MICRO-V1,12031,106,0,2,2,8,1,1,0.8349850462865667
TRAJ-MICRO-V1,12031,107,0,2,2,8,1,1,0.8453942916836783
TRAJ-MICRO-V1,12031,108,0,2,2,8,1,1,0.8651953142019848
TRAJ-MICRO-V1,12031,109,0,2,2,8,1,1,0.8655410829150045
TRAJ-MICRO-V1,12031,110,0,2,2,8,1,1,0.8462161830152811
TRAJ-MICRO-V1,12031,111,0,2,2,8,1,1,0.8141629993972288
TRAJ-MICRO-V1,12031,112,0,2,2,8,1,1,0.7973344397582008
TRAJ-MICRO-V1,12031,113,0,2,2,8,1,1,0.812633487540515
TRAJ-MICRO-V1,12031,114,0,2,2,8,1,1,0.786309272405355
TRAJ-MICRO-V1,12031,115,0,2,2,8,1,1,0.8345145458978257
TRAJ-MICRO-V1,12031,116,0,2,2,8,1,1,0.8488401013431007
TRAJ-MICRO-V1,12031,117,0,2,2,8,1,1,0.8499382299521575
TRAJ-MICRO-V1,12031,118,0,2,2,8,1,1,0.8673947184184435
TRAJ-MICRO-V1,12031,119,0,2,2,8,1,1,0.8998010963412632
TRAJ-MICRO-V1,12031,120,0,2,2,8,1,1,0.8814764905194351
TRAJ-MICRO-V1,12031,121,0,2,2,8,1,1,0.853602889662755
TRAJ-MICRO-V1,12031,122,0,2,2,8,1,1,0.9187017001680235
TRAJ-MICRO-V1,12031,123,0,2,2,8,1,1,0.8680027835663435
TRAJ-MICRO-V1,12031,124,0,2,2,8,1,1,0.8734240145243356
TRAJ-MICRO-V1,12031,125,0,2,2,8,1,1,0.8714008646056933
TRAJ-MICRO-V1,12031,126,0,2,2,8,1,1,0.8476411146867797
TRAJ-MICRO-V1,12031,127,0,2,2,8,1,1,0.8267158157626522
TRAJ-MICRO-V1,12031,128,0,2,2,8,1,1,0.7686180819269987
TRAJ-MICRO-V1,12031,129,0,2,2,8,1,1,0.7805484095187933
TRAJ-MICRO-V1,12031,130,0,2,2,8,1,1,0.7773494512545355
TRAJ-MICRO-V1,12031,131,0,2,2,8,1,1,0.7809517090163686
TRAJ-MICRO-V1,12031,132,0,2,2,8,1,1,0.7886911539324057
TRAJ-MICRO-V1,12031,133,0,2,2,8,1,1,0.8226015677586985
TRAJ-MICRO-V1,12031,134,0,2,2,8,1,1,0.800613067318652
TRAJ-MICRO-V1,12031,135,0,2,2,8,1,1,0.8225016146618748
TRAJ-MICRO-V1,12031,136,0,2,2,8,1,1,0.7761975616959931
TRAJ-MICRO-V1,12031,137,0,2,2,8,1,1,0.8374904065343916
TRAJ-MICRO-V1,12031,138,0,2,2,8,1,1,0.8598443307861869
TRAJ-MICRO-V1,12031,139,0,2,2,8,1,1,0.8445332421088235
TRAJ-MICRO-V1,12031,140,0,2,2,8,1,1,0.8187634261275819
TRAJ-MICRO-V1,12031,141,0,2,2,8,1,1,0.8085173038368773
TRAJ-MICRO-V1,12031,142,0,2,2,8,1,1,0.8108343236443151
TRAJ-MICRO-V1,12031,143,0,2,2,8,1,1,0.830885890761451
TRAJ-MICRO-V1,12031,144,0,2,2,8,1,1,0.8136123444366684
TRAJ-MICRO-V1,12031,145,0,2,2,8,1,1,0.8348449406478177
TRAJ-MICRO-V1,12031,146,0,2,2,8,1,1,0.8347787166291003
TRAJ-MICRO-V1,12031,147,0,2,2,8,1,1,0.8549945626329171
TRAJ-MICRO-V1,12031,148,0,2,2,8,1,1,0.8597590586852883
TRAJ-MICRO-V1,12031,149,0,2,2,8,1,1,0.8430175342671167
TRAJ-MICRO-V1,12031,150,0,2,2,8,1,1,0.808834506006816
TRAJ-MICRO-V1,12031,151,0,2,2,8,1,1,0.8585350819755855
TRAJ-MICRO-V1,12031,152,0,2,2,8,1,1,0.8464129552123336
TRAJ-MICRO-V1,12031,153,0,2,2,8,1,1,0.832513566536791
TRAJ-MICRO-V1,12031,154,0,2,2,8,1,1,0.820664182695746
TRAJ-MICRO-V1,12031,155,0,2,2,8,1,1,0.871085859476459
TRAJ-MICRO-V1,12031,156,0,2,2,8,1,1,0.8540113304827281
TRAJ-MICRO-V1,12031,157,0,2,2,8,1,1,0.8731746559792064
TRAJ-MICRO-V1,12031,158,0,2,2,8,1,1,0.8676168142170303
TRAJ-MICRO-V1,12031,159,0,2,2,8,1,1,0.8169543414618232
TRAJ-MICRO-V1,12031,160,0,2,2,8,1,1,0.9015178008441401
TRAJ-MICRO-V1,12031,161,0,2,2,8,1,1,0.8830235602935398
TRAJ-MICRO-V1,12031,162,0,2,2,8,1,1,0.848478602965162
TRAJ-MICRO-V1,12031,163,0,2,2,8,1,1,0.888773680470378
TRAJ-MICRO-V1,12031,164,0,2,2,8,1,1,0.8438391102199232
TRAJ-MICRO-V1,12031,165,0,2,2,8,1,1,0.8274637348477752
TRAJ-MICRO-V1,12031,166,0,2,2,8,1,1,0.8157450875052428
TRAJ-MICRO-V1,12031,167,0,2,2,8,1,1,0.8541183234980222
TRAJ-MICRO-V1,12031,168,0,2,2,8,1,1,0.8232106930375866
TRAJ-MICRO-V1,12031,169,0,2,2,8,1,1,0.8459280393484501
TRAJ-MICRO-V1,12031,170,0,2,2,8,1,1,0.8546530650594958
TRAJ-MICRO-V1,12031,171,0,2,2,8,1,1,0.8218412930067528
TRAJ-MICRO-V1,12031,172,0,2,2,8,1,1,0.7951129250238433
TRAJ-MICRO-V1,12031,173,0,2,2,8,1,1,0.8723186572083069
TRAJ-MICRO-V1,12031,174,0,2,2,8,1,1,0.8209703016206854
TRAJ-MICRO-V1,12031,175,0,2,2,8,1,1,0.8423986128404053
TRAJ-MICRO-V1,12031,176,0,2,2,8,1,1,0.863186819164435
TRAJ-MICRO-V1,12031,177,0,2,2,8,1,1,0.8365742344353463
TRAJ-MICRO-V1,12031,178,0,2,2,8,1,1,0.8001644202227907
TRAJ-MICRO-V1,12031,179,0,2,2,8,1,1,0.8877508334016055
TRAJ-MICRO-V1,12031,180,0,2,2,8,1,1,0.8168323486235051
TRAJ-MICRO-V1,12031,181,0,2,2,8,1,1,0.8190890810763193
TRAJ-MICRO-V1,12031,182,0,2,2,8,1,1,0.8317564533765102
TRAJ-MICRO-V1,12031,183,0,2,2,8,1,1,0.8096831263854315
TRAJ-MICRO-V1,12031,184,0,2,2,8,1,1,0.7943138799205223
TRAJ-MICRO-V1,12031,185,0,2,2,8,1,1,0.7923398027450741
TRAJ-MICRO-V1,12031,186,0,2,2,8,1,1,0.7649901090478665
TRAJ-MICRO-V1,12031,187,0,2,2,8,1,1,0.7522702170673072
TRAJ-MICRO-V1,12031,188,0,2,2,8,1,1,0.7851595095035595
TRAJ-MICRO-V1,12031,189,0,2,2,8,1,1,0.7899263982500537
TRAJ-MICRO-V1,12031,190,0,2,2,8,1,1,0.8229491042882058
TRAJ-MICRO-V1,12031,191,0,2,2,8,1,1,0.8453144862148132
TRAJ-MICRO-V1,12031,192,0,2,2,8,1,1,0.8217789086909347
TRAJ-MICRO-V1,12031,193,0,2,2,8,1,1,0.8728443180021327
TRAJ-MICRO-V1,12031,194,0,2,2,8,1,1,0.858943223761761
TRAJ-MICRO-V1,12031,195,0,2,2,8,1,1,0.8492167715067588
TRAJ-MICRO-V1,12031,196,0,2,2,8,1,1,0.848019402452344
TRAJ-MICRO-V1,12031,197,0,2,2,8,1,1,0.8891848918161466
TRAJ-MICRO-V1,12031,198,0,2,2,8,1,1,0.8468667326394165
TRAJ-MICRO-V1,12031,199,0,2,2,8,1,1,0.8607002700874127
TRAJ-MICRO-V1,12031,200,0,2,2,8,1,1,0.8118660318575032
TRAJ-MICRO-V1,12031,201,0,2,2,8,1,1,0.8076353669159135
TRAJ-MICRO-V1,12031,202,0,2,2,8,1,1,0.8377365198166759
TRAJ-MICRO-V1,12031,203,0,2,2,8,1,1,0.8306201247696222
TRAJ-MICRO-V1,12031,204,0,2,2,8,1,1,0.8058717794711161
TRAJ-MICRO-V1,12031,205,0,2,2,8,1,1,0.8464029459586133
TRAJ-MICRO-V1,12031,206,0,2,2,8,1,1,0.8592237886999593
TRAJ-MICRO-V1,12031,207,0,2,2,8,1,1,0.8085031579310755
TRAJ-MICRO-V1,12031,208,0,2,2,8,1,1,0.8462692139201274
TRAJ-MICRO-V1,12031,209,0,2,2,8,1,1,0.8847164752087133
TRAJ-MICRO-V1,12031,210,0,2,2,8,1,1,0.8552346275394183
TRAJ-MICRO-V1,12031,211,0,2,2,8,1,1,0.8414822233444511
TRAJ-MICRO-V1,12031,212,0,2,2,8,1,1,0.8481815278509055
TRAJ-MICRO-V1,12031,213,0,2,2,8,1,1,0.8362046842579565
TRAJ-MICRO-V1,12031,214,0,2,2,8,1,1,0.8387082648636952
TRAJ-MICRO-V1,12031,215,0,2,2,8,1,1,0.8205625320357666
TRAJ-MICRO-V1,12031,216,0,2,2,8,1,1,0.7699107425776057
TRAJ-MICRO-V1,12031,217,0,2,2,8,1,1,0.8490782189119839
TRAJ-MICRO-V1,12031,218,0,2,2,8,1,1,0.869777888852811
TRAJ-MICRO-V1,12031,219,0,2,2,8,1,1,0.8509202664240577
TRAJ-MICRO-V1,12031,220,0,2,2,8,1,1,0.8473108220537097
TRAJ-MICRO-V1,12031,221,0,2,2,8,1,1,0.8529596477449473
TRAJ-MICRO-V1,12031,222,0,2,2,8,1,1,0.8274252653888519
TRAJ-MICRO-V1,12031,223,0,2,2,8,1,1,0.8464827987146971
TRAJ-MICRO-V1,12031,224,0,2,2,8,1,1,0.8562328913164922
TRAJ-MICRO-V1,12031,225,0,2,2,8,1,1,0.8324126354125329
TRAJ-MICRO-V1,12031,226,0,2,2,8,1,1,0.8383676994048268
TRAJ-MICRO-V1,12031,227,0,2,2,8,1,1,0.8364011732209933
TRAJ-MICRO-V1,12031,228,0,2,2,8,1,1,0.8239071314861527
TRAJ-MICRO-V1,12031,229,0,2,2,8,1,1,0.8016408231511568
TRAJ-MICRO-V1,12031,230,0,2,2,8,1,1,0.8358617141105471
TRAJ-MICRO-V1,12031,231,0,2,2,8,1,1,0.8250465990250588
TRAJ-MICRO-V1,12031,232,0,2,2,8,1,1,0.8850692720479344
TRAJ-MICRO-V1,12031,233,0,2,2,8,1,1,0.8712864714187438
TRAJ-MICRO-V1,12031,234,0,2,2,8,1,1,0.8760072050754137
TRAJ-MICRO-V1,12031,235,0,2,2,8,1,1,0.8682728640990472
TRAJ-MICRO-V1,12031,236,0,2,2,8,1,1,0.8835298121202062
TRAJ-MICRO-V1,12031,237,0,2,2,8,1,1,0.8368060918169489
TRAJ-MICRO-V1,12031,238,0,2,2,8,1,1,0.846929727554394
TRAJ-MICRO-V1,12031,239,0,2,2,8,1,1,0.8249042934190447
TRAJ-MICRO-V1,12031,240,0,2,2,8,1,1,0.7753147834947554
TRAJ-MICRO-V1,12037,1,0,2,2,8,1,1,0.7922293473355541
TRAJ-MICRO-V1,12037,2,0,2,2,8,1,1,0.7883382615502587
TRAJ-MICRO-V1,12037,3,0,2,2,8,1,1,0.8202528757153144
TRAJ-MICRO-V1,12037,4,0,2,2,8,1,1,0.8179437299092739
TRAJ-MICRO-V1,12037,5,0,2,2,8,1,1,0.8493713413581058
TRAJ-MICRO-V1,12037,6,0,2,2,8,1,1,0.8452877821391593
TRAJ-MICRO-V1,12037,7,0,2,2,8,1,1,0.8173803114267317
TRAJ-MICRO-V1,12037,8,0,2,2,8,1,1,0.8194927255301944
TRAJ-MICRO-V1,12037,9,0,2,2,8,1,1,0.8637029091189833
TRAJ-MICRO-V1,12037,10,0,2,2,8,1,1,0.8347932999765808
TRAJ-MICRO-V1,12037,11,0,2,2,8,1,1,0.7702537693381446
TRAJ-MICRO-V1,12037,12,0,2,2,8,1,1,0.8507689567320195
TRAJ-MICRO-V1,12037,13,0,2,2,8,1,1,0.7442436702107256
TRAJ-MICRO-V1,12037,14,0,2,2,8,1,1,0.8023537706012448
TRAJ-MICRO-V1,12037,15,0,2,2,8,1,1,0.8229779262130509
TRAJ-MICRO-V1,12037,16,0,2,2,8,1,1,0.7894193992664085
TRAJ-MICRO-V1,12037,17,0,2,2,8,1,1,0.81788079695405
TRAJ-MICRO-V1,12037,18,0,2,2,8,1,1,0.8124747553213271
TRAJ-MICRO-V1,12037,19,0,2,2,8,1,1,0.8297860882557118
TRAJ-MICRO-V1,12037,20,0,2,2,8,1,1,0.8234572850966417
TRAJ-MICRO-V1,12037,21,0,2,2,8,1,1,0.8262438405530377
TRAJ-MICRO-V1,12037,22,0,2,2,8,1,1,0.7830166356417024
TRAJ-MICRO-V1,12037,23,0,2,2,8,1,1,0.8200826867847144
TRAJ-MICRO-V1,12037,24,0,2,2,8,1,1,0.7930281811956261
TRAJ-MICRO-V1,12037,25,0,2,2,8,1,1,0.787041770651614
TRAJ-MICRO-V1,12037,26,0,2,2,8,1,1,0.7921259277999382
TRAJ-MICRO-V1,12037,27,0,2,2,8,1,1,0.7531856463498119
TRAJ-MICRO-V1,12037,28,0,2,2,8,1,1,0.7736080379840725
TRAJ-MICRO-V1,12037,29,0,2,2,8,1,1,0.7909782968711078
TRAJ-MICRO-V1,12037,30,0,2,2,8,1,1,0.7684833273908462
TRAJ-MICRO-V1,12037,31,0,2,2,8,1,1,0.777050781659876
TRAJ-MICRO-V1,12037,32,0,2,2,8,1,1,0.7916888872733667
TRAJ-MICRO-V1,12037,33,0,2,2,8,1,1,0.7918912583653941
TRAJ-MICRO-V1,12037,34,0,2,2,8,1,1,0.7833583725235065
TRAJ-MICRO-V1,12037,35,0,2,2,8,1,1,0.865698489881024
TRAJ-MICRO-V1,12037,36,0,2,2,8,1,1,0.8132320835184668
TRAJ-MICRO-V1,12037,37,0,2,2,8,1,1,0.8436790574139639
TRAJ-MICRO-V1,12037,38,0,2,2,8,1,1,0.8251983575380011
TRAJ-MICRO-V1,12037,39,0,2,2,8,1,1,0.8122450522051954
TRAJ-MICRO-V1,12037,40,0,2,2,8,1,1,0.8214066201798413
TRAJ-MICRO-V1,12037,41,0,2,2,8,1,1,0.8199804900742864
TRAJ-MICRO-V1,12037,42,0,2,2,8,1,1,0.8036235711387484
TRAJ-MICRO-V1,12037,43,0,2,2,8,1,1,0.8234119770448612
TRAJ-MICRO-V1,12037,44,0,2,2,8,1,1,0.8472705878364498
TRAJ-MICRO-V1,12037,45,0,2,2,8,1,1,0.8592409641303818
TRAJ-MICRO-V1,12037,46,0,2,2,8,1,1,0.868014952701966
TRAJ-MICRO-V1,12037,47,0,2,2,8,1,1,0.8929551419766846
TRAJ-MICRO-V1,12037,48,0,2,2,8,1,1,0.854683814983167
TRAJ-MICRO-V1,12037,49,0,2,2,8,1,1,0.86261938873012
TRAJ-MICRO-V1,12037,50,0,2,2,8,1,1,0.8294903016152992
TRAJ-MICRO-V1,12037,51,0,2,2,8,1,1,0.848169497714403
TRAJ-MICRO-V1,12037,52,0,2,2,8,1,1,0.8432826985177511
TRAJ-MICRO-V1,12037,53,0,2,2,8,1,1,0.8150436683212103
TRAJ-MICRO-V1,12037,54,0,2,2,8,1,1,0.8005251320110047
TRAJ-MICRO-V1,12037,55,0,2,2,8,1,1,0.7834684188794843
TRAJ-MICRO-V1,12037,56,0,2,2,8,1,1,0.8057849509690722
TRAJ-MICRO-V1,12037,57,0,2,2,8,1,1,0.7702801826047035
TRAJ-MICRO-V1,12037,58,0,2,2,8,1,1,0.8023182174280272
TRAJ-MICRO-V1,12037,59,0,2,2,8,1,1,0.8224139141931766
TRAJ-MICRO-V1,12037,60,0,2,2,8,1,1,0.8065752881364763
TRAJ-MICRO-V1,12037,61,0,2,2,8,1,1,0.8444089745250078
TRAJ-MICRO-V1,12037,62,0,2,2,8,1,1,0.8788035321636284
TRAJ-MICRO-V1,12037,63,0,2,2,8,1,1,0.8466984823044168
TRAJ-MICRO-V1,12037,64,0,2,2,8,1,1,0.8457920002857391
TRAJ-MICRO-V1,12037,65,0,2,2,8,1,1,0.8704018317557616
TRAJ-MICRO-V1,12037,66,0,2,2,8,1,1,0.8272476425153057
TRAJ-MICRO-V1,12037,67,0,2,2,8,1,1,0.8408519452009112
TRAJ-MICRO-V1,12037,68,0,2,2,8,1,1,0.8735418111288018
TRAJ-MICRO-V1,12037,69,0,2,2,8,1,1,0.8192691653591277
TRAJ-MICRO-V1,12037,70,0,2,2,8,1,1,0.8313743054156538
TRAJ-MICRO-V1,12037,71,0,2,2,8,1,1,0.8584450143809729
TRAJ-MICRO-V1,12037,72,0,2,2,8,1,1,0.8103315736685383
TRAJ-MICRO-V1,12037,73,0,2,2,8,1,1,0.8309656619630045
TRAJ-MICRO-V1,12037,74,0,2,2,8,1,1,0.8105993082673832
TRAJ-MICRO-V1,12037,75,0,2,2,8,1,1,0.7743226201389923
TRAJ-MICRO-V1,12037,76,0,2,2,8,1,1,0.8190080089674885
TRAJ-MICRO-V1,12037,77,0,2,2,8,1,1,0.8133558168945134
TRAJ-MICRO-V1,12037,78,0,2,2,8,1,1,0.8211275947473077
TRAJ-MICRO-V1,12037,79,0,2,2,8,1,1,0.8088790262731588
TRAJ-MICRO-V1,12037,80,0,2,2,8,1,1,0.845108899698944
TRAJ-MICRO-V1,12037,81,0,2,2,8,1,1,0.8412249720645439
TRAJ-MICRO-V1,12037,82,0,2,2,8,1,1,0.8545679146718497
TRAJ-MICRO-V1,12037,83,0,2,2,8,1,1,0.8206675263709167
TRAJ-MICRO-V1,12037,84,0,2,2,8,1,1,0.8028365579488311
TRAJ-MICRO-V1,12037,85,0,2,2,8,1,1,0.8270016076623352
TRAJ-MICRO-V1,12037,86,0,2,2,8,1,1,0.8243880442383679
TRAJ-MICRO-V1,12037,87,0,2,2,8,1,1,0.8683170428600745
TRAJ-MICRO-V1,12037,88,0,2,2,8,1,1,0.89166181407037
TRAJ-MICRO-V1,12037,89,0,2,2,8,1,1,0.8452321832132137
TRAJ-MICRO-V1,12037,90,0,2,2,8,1,1,0.8238776088922919
TRAJ-MICRO-V1,12037,91,0,2,2,8,1,1,0.8091410734860048
TRAJ-MICRO-V1,12037,92,0,2,2,8,1,1,0.8320406482306465
TRAJ-MICRO-V1,12037,93,0,2,2,8,1,1,0.8248705950080042
TRAJ-MICRO-V1,12037,94,0,2,2,8,1,1,0.8424883910372002
TRAJ-MICRO-V1,12037,95,0,2,2,8,1,1,0.827265182271704
TRAJ-MICRO-V1,12037,96,0,2,2,8,1,1,0.8403073709117215
TRAJ-MICRO-V1,12037,97,0,2,2,8,1,1,0.828902138896551
TRAJ-MICRO-V1,12037,98,0,2,2,8,1,1,0.801300122863964
TRAJ-MICRO-V1,12037,99,0,2,2,8,1,1,0.7726370907706527
TRAJ-MICRO-V1,12037,100,0,2,2,8,1,1,0.8530121105180583
TRAJ-MICRO-V1,12037,101,0,2,2,8,1,1,0.8557698829449886
TRAJ-MICRO-V1,12037,102,0,2,2,8,1,1,0.8493929745426937
TRAJ-MICRO-V1,12037,103,0,2,2,8,1,1,0.8569517040411622
TRAJ-MICRO-V1,12037,104,0,2,2,8,1,1,0.8782153384326999
TRAJ-MICRO-V1,12037,105,0,2,2,8,1,1,0.8654610024431709
TRAJ-MICRO-V1,12037,106,0,2,2,8,1,1,0.8514147394988174
TRAJ-MICRO-V1,12037,107,0,2,2,8,1,1,0.8686077730074925
