campaign_id,application,state_dimension,mode_count,within_mode_test_count,cross_mode_test_count,v_lower,v_upper,lambda_floor,lambda_c,mu_floor,mu,c_w,c_jump,rho_h,horizon,minimum_horizon,w_bound,jump_bound,initial_error_bound,all_step_radius,tracking_radius_bound,g_w,g_jump,control_bound,control_limit,validity_radius,minimum_within_mode_block_margin,minimum_jump_block_margin,within_mode_checks_pass,cross_mode_checks_pass,dwell_check_pass,actuator_gate_pass,validity_gate_pass,product_mode_lift
SAT-COV-V1,micro_satellite_attitude_tracking,6,4,4,16,0.41589999703397507,5.0631509287841858,0.84374533422962972,0.88280900067222223,2.4931683957556743,2.9918020749068091,1.120405323156362,20.177010808584789,0.40719355625265247,16,9,0.01,0.029999999999999999,0.050000000000000003,0.28926915914622192,0.28926915914622192,11.100090115248241,9.0464356197796985,1.4965058741517403,2,0.45000000000000001,1.2654131275203345e-07,4.3670681922475807e-07,1,1,1,1,1,max-composed Lyapunov function under block-maximum norm
UAV-AG-V1,precision_agriculture_uav_tracking,4,4,4,16,0.46111703769651974,6.0276496073038857,0.87559360961671917,0.90669520721253938,2.6102022823252167,3.1322427387902598,1.4883438827037188,23.802612466342868,0.44165363809579467,20,12,0.012,0.035000000000000003,0.059999999999999998,0.37048155989937137,0.37048155989937137,14.187725568630116,9.6151238579357834,1.6625841551995881,2.5,0.55000000000000004,1.1133938506197374e-07,4.6879346032180387e-07,1,1,1,1,1,max-composed Lyapunov function under block-maximum norm
