episode,cumulative_retention_mean,cumulative_retention_se,cumulative_certificate_mean,cumulative_certificate_se,cumulative_raw_certificate_mean,cumulative_raw_certificate_se,zero_scale_difference_mean,zero_scale_difference_se,parameter_confidence_max,tracking_utilization_max,return_deviation_utilization_max
45,0.9592843066954228,0.00026672094525388555,0.9089784226589014,0.0009716439970846453,0.9093024501314625,0.0009655958234755104,0.5771604938271605,0.011585759159406612,0.1369255185078077,0.10394964464912765,0.45211664069441265
46,0.9593954841338918,0.0002605413934220687,0.9039570492323015,0.0009557484666088618,0.9042740326293721,0.0009497571912065005,0.5773809523809523,0.014469417702511839,0.1373280323937362,0.09605418808624377,0.4355585451515551
47,0.9596720966618637,0.0002575809137244904,0.8976069671135122,0.0009140246298651145,0.8979172061829855,0.0009080439925981934,0.5919540229885057,0.013970472264494186,0.13988957092040138,0.1654810898095175,0.5322476683291745
48,0.9592110866231417,0.00033162684893358734,0.8953494098179952,0.0010801424549792854,0.8956531855735214,0.0010751084569646234,0.597222222222222,0.011932987222940061,0.13951567803266313,0.21556988291128948,0.41789329801285413
49,0.9591498752599348,0.00035321533991686146,0.8890931443557696,0.0011762464289776361,0.8893907206060812,0.001170793199987952,0.610215053763441,0.011548052151232313,0.13824590492392344,0.22009598969503674,0.3115703752738356
50,0.958519059330288,0.0003457341578237755,0.8859494474509951,0.0011789475142426709,0.8862410721763002,0.0011736147048421676,0.6223958333333334,0.011187175521506306,0.13772813651198504,0.1806414135236178,0.33380111715492344
51,0.9581768088314199,0.00033873016452047925,0.8839534145417747,0.0011790990804273422,0.8842393211352112,0.0011738950355668519,0.633838383838384,0.010848170202672784,0.13795567306278378,0.21041189136179206,0.3913063444125711
52,0.958582659981488,0.0003320733854139644,0.8783671185778115,0.0011565187312130862,0.8786475269675278,0.0011513012197206858,0.6446078431372549,0.01052910637318241,0.13811734259440023,0.12866153643977357,0.43560567157404656
53,0.9587679416321763,0.00032583041985470676,0.8756038874367941,0.0011628464492541345,0.8758790051021763,0.001157762652306384,0.6547619047619048,0.010228274762520057,0.13801537905526556,0.3070740302631892,0.6050307437953281
54,0.9590446164298913,0.0003375263240933147,0.8726109066896145,0.0011779594341645538,0.8728809295834156,0.0011727901154234787,0.664351851851852,0.009944156019116714,0.13833225431636603,0.11680987183870908,0.37066180871121557
55,0.9596236034440607,0.00033176963972151387,0.8701170916936634,0.0011655921790383814,0.8703822050803044,0.001160386858141864,0.6463963963963965,0.009675395045627078,0.1386015873980705,0.1922170941713313,0.3327581600167716
56,0.9601126608964088,0.00032619111465143785,0.8680293031922006,0.0011662692024058917,0.8682896824112228,0.0011611186977778937,0.655701754385965,0.009420779386531629,0.13868116440695702,0.12860912403582855,0.35825651050176155
57,0.9605855534757509,0.000320868615308838,0.8660870629253495,0.0011537456350639557,0.8663428740878979,0.0011485573036706584,0.6431623931623933,0.010206918924179992,0.13726565885295078,0.08476404632565093,0.29546280259467417
58,0.9611994341086866,0.00029536076543196585,0.8628731007949004,0.0010978674639591538,0.8631245014201635,0.0010929595773058055,0.6291666666666668,0.010128592391758283,0.1373446948073838,0.0967271197743449,0.4937888240350226
59,0.9615381592978816,0.0002927410982053101,0.8600184720358909,0.001107741177549737,0.8602656116336069,0.0011028720171258513,0.638211382113821,0.009881553552934911,0.1364843159863315,0.12337432095088222,0.31398443886312266
60,0.9616511022909865,0.00028876003497861266,0.8574634612703956,0.001065569262280357,0.8577064818748165,0.0010605697710325936,0.646825396825397,0.009646278468341225,0.13618225503352765,0.16087561112214419,0.41860726213561483
61,0.9619405393502483,0.0002838694105683942,0.8543934794148497,0.001064834820517471,0.8546325160749358,0.0010599022701419912,0.6550387596899226,0.009421946410937935,0.13348871918912575,0.16965057718564777,0.367401007560829
62,0.9625277048320203,0.00027909569246732733,0.8505206767546659,0.0010661195377116202,0.8507558579847507,0.0010612414895979272,0.6401515151515152,0.009207811265234804,0.1333730285174061,0.09020986193776019,0.3331719661607849
63,0.9625407828946059,0.0002745444317401281,0.8480830163656595,0.0010526236823828674,0.848314464560346,0.0010477558752327446,0.6444444444444445,0.009862504051095499,0.13423153135789387,0.14692640197156137,0.29516972636455635
64,0.962682708113968,0.00027010519822346805,0.8454571625563542,0.0010524636808559396,0.8456849943729986,0.0010476783759590875,0.6521739130434784,0.009648101789115151,0.13300926950494407,0.1687237333067512,0.6851213278101257
65,0.9631689991185732,0.0002657923661537676,0.8420584996298888,0.00105308065655612,0.8422828263416618,0.0010483418748168647,0.6382978723404255,0.009442823027644619,0.13295675574498217,0.09772602958348711,0.47006353572024373
66,0.9631581174151599,0.00026172853412831897,0.8399393223909591,0.0010478177899753865,0.8401602502131599,0.0010430992472950469,0.6440972222222222,0.009407677803551912,0.13184659309118907,0.15290989557919712,0.34572237386753735
67,0.963521989228548,0.00025779379922620017,0.8378934093847198,0.0010446365546045366,0.8381110397767385,0.00103996075508979,0.6513605442176871,0.009215684378989626,0.1253462656817945,0.19641369536286798,0.47632646159264724
68,0.9640641593195577,0.00025396222824323626,0.8351779487533815,0.001045191708326616,0.8353923786984586,0.001040559717556256,0.6383333333333332,0.00903137069140984,0.12527643340329225,0.11926650663046065,0.43878187660141205
69,0.9644575866651831,0.00025038729019033533,0.8335718101881452,0.0010457831072539958,0.8337831324528592,0.001041214680008142,0.6258169934640523,0.008854284991578273,0.12488521369145898,0.0989007151251012,0.3530233912141739
70,0.964858451344747,0.0002934274338805756,0.8309993973084192,0.001106963506503721,0.831207700683637,0.00110258561378229,0.6153846153846153,0.008200027552138863,0.12618547187787446,0.10788127060585558,0.3805983899556294
71,0.9652157133088156,0.00035423841270128834,0.8265846937325567,0.00122587579025552,0.8267900632574195,0.001221818659343669,0.6069182389937107,0.007989244489698183,0.12205779809719372,0.17482791358480654,0.4845962275859277
72,0.9656775975170734,0.0003495346471695226,0.8223442908629893,0.0012178063789451104,0.8225468080333399,0.001213794683184491,0.5956790123456791,0.007841295517666734,0.1281434257309963,0.2385757242721267,0.4972098766511803
73,0.9661297931699703,0.00034492954855891975,0.8178674392825763,0.0012058167943132436,0.8180671822451142,0.001201866835300974,0.5848484848484848,0.007698726508254615,0.1274971720060002,0.15976565442667742,0.5574189427748514
74,0.9665024300361628,0.0003404529719300652,0.815086516553424,0.001194730917407131,0.8152835602867383,0.0011908317879920048,0.5744047619047619,0.007561249249178633,0.12680351320341152,0.22693360824067374,0.8069459408025527
75,0.9666644054085817,0.0003291999625884133,0.8130502647801419,0.0011447927551474367,0.8132446812636785,0.0011408895316769208,0.5818713450292398,0.0074285957535790105,0.1282339468090423,0.29213805682655813,0.35825651050176155
76,0.9668893459278008,0.0003250206533117947,0.8105097716379895,0.0011358630796354037,0.8107016300099007,0.0011320360250393607,0.5775862068965517,0.007797707187355958,0.12847853951374139,0.23567133396501716,0.32074908947680936
77,0.9672901461486435,0.000320955452987506,0.8079716909690945,0.0011199633930260727,0.808161057673838,0.0011161860169337384,0.5677966101694917,0.007665542658756703,0.11963104771743373,0.12236685624319121,0.410325152909945
78,0.9675745489871509,0.0003143960179980626,0.8056326109946478,0.0011284512466946453,0.8058195499211253,0.0011246800750434759,0.5597222222222221,0.007241136847949325,0.11906880982396195,0.11348330759398072,0.46203759105104786
79,0.9674779430484285,0.0003104250567109993,0.8042036410426195,0.0011193341432758348,0.8043882136535719,0.0011156226774624673,0.5669398907103825,0.007122429686507536,0.11938693711896908,0.16780820300743687,0.38363078178048327
80,0.9677727212030275,0.00030410071693795016,0.8020786815753883,0.001126644884805362,0.8022609470287039,0.0011230099326920262,0.5631720430107526,0.007007551788338064,0.1189561343539154,0.11894240110914416,0.5411895459075732
81,0.9680756929531698,0.0002962131157002986,0.8003500849599267,0.0011075480748481846,0.8005301002224606,0.0011038506681607147,0.5555555555555555,0.007044645750782495,0.11903642421663005,0.17029303986201297,0.34261784819284846
82,0.968463199794606,0.00029261759180407467,0.798757423306104,0.0011005162133910693,0.7989352432605581,0.0010968540120853759,0.546875,0.006934573160926521,0.11896450844200275,0.12359150666072936,0.5479306891164635
83,0.9686201458184809,0.0002891287162390243,0.7982767329943442,0.0010954391165415992,0.7984524105397086,0.0010918183877642752,0.5538461538461538,0.006827887419989188,0.11881946963550544,0.11580238752474058,0.4834173771601825
84,0.9688234598705027,0.0002858261783667843,0.79767796974151,0.0010900856664964006,0.797851555887525,0.0010865237415761404,0.5593434343434344,0.007566186178915063,0.11875302147756102,0.08787902300138022,0.6075581877926103
85,0.9691863821371444,0.0002824989110020518,0.7957291606233912,0.0010832031895481348,0.7959007045794529,0.0010796788850470243,0.5509950248756219,0.007453258026990953,0.12679365995393968,0.11041991191794205,0.38453174493473286
86,0.9695429404046774,0.0002792299887114187,0.7938452747547862,0.0010759406644862816,0.7940148240136843,0.0010724339718500586,0.5428921568627451,0.007343651291299913,0.12675850278746287,0.10583712331831062,0.33913289665488155
87,0.9698317464815918,0.00027599380154366124,0.791416999000666,0.001072187603070116,0.7915845994175079,0.0010687272344321135,0.5350241545893719,0.00723722156244049,0.12847397426300283,0.09861962516586449,0.6581691022325703
88,0.9701842793722834,0.0002727686598359542,0.7879621571606754,0.0010642439915403124,0.788127853027326,0.001060823189529786,0.5273809523809523,0.007133832682977052,0.1311270527971961,0.09208081281498408,0.39310765729369496
89,0.9702435477800241,0.0002705169499881198,0.7850597922022636,0.0011287829974567125,0.7852236263176035,0.0011253955675682784,0.5293427230046949,0.00611927057573183,0.13097662689832928,0.1683128870927547,0.33068142996788147
90,0.9700715819982154,0.00027924570170883396,0.78298869481761,0.0011218982696825715,0.7831507085538906,0.0011185925087018025,0.5358796296296297,0.006034280706624439,0.12975925346496373,0.24955444942445343,0.49216587884388235
91,0.9700785647285682,0.0002590899514550055,0.7802091584584598,0.0010947444674703685,0.7803693918240121,0.0010914376860297727,0.541095890410959,0.005961563560126637,0.12976294476697048,0.1948530317204809,0.3509543574670522
92,0.9704020890439092,0.00025628855177628766,0.7771777797658621,0.0010818041941434227,0.7773362714643975,0.0010785379949442334,0.5337837837837839,0.005881001890395198,0.1260868354039291,0.20414797101585974,0.2713424533913066
93,0.9704450003316718,0.0002682069875239398,0.7748010038904739,0.0011107658932815675,0.7749577913771971,0.001107611318016956,0.5377777777777778,0.005525169426738318,0.12526754971109927,0.1686305986291181,0.6070879704556577
94,0.9707598433900868,0.0002653498361387946,0.771419854952315,0.001103174863184337,0.7715749744870518,0.001100054265129758,0.530701754385965,0.005452469829018079,0.12407687422250994,0.22876035634918776,0.4275906820496212
95,0.9710489533563479,0.0002646136376828935,0.7687253398095222,0.0011221606162208498,0.7688788265070512,0.0011190622609745533,0.524891774891775,0.005411255411255409,0.12285029869240326,0.1280865250246258,0.4120170897675451
96,0.9713349431769998,0.0002618664988310106,0.7659442401146306,0.0011143945132416652,0.7660961279923936,0.0011113199791178013,0.5181623931623931,0.005341880341880347,0.12301299653971733,0.11361418659037871,0.5213752819822257
97,0.9713851350214978,0.0002591393315290951,0.7648255287310378,0.001112017776735098,0.7649758507543908,0.001108959840282008,0.5242616033755274,0.005274261603375522,0.1253612829096314,0.17763448990182648,0.4563352142580549
98,0.9716353628335531,0.00026698580403536196,0.7629926584235039,0.0011471640183583866,0.7631414465486596,0.001144129027699961,0.5187500000000002,0.005439926748615563,0.1290266943975249,0.127616988673739,0.4698930622319273
99,0.9714555604663944,0.0002643471964938237,0.762188977558533,0.0011473721230387478,0.7623362627733337,0.0011443616308169646,0.5226337448559669,0.004884984982117695,0.12456485368819466,0.2928700604630718,0.4103344945914399
100,0.9717383140340007,0.000261728644015067,0.7597450345658668,0.0011413266790236095,0.7598908469285194,0.0011383439178824172,0.516260162601626,0.004825411994530898,0.12412083591726022,0.17947092385860708,0.2624700112250198
101,0.9720202868487764,0.00025911732201010695,0.7574854700256316,0.001136512979182529,0.7576298387015252,0.0011335616284587876,0.5100401606425703,0.004767274500620885,0.12072217795586528,0.1124548423071491,0.5173781175213553
102,0.9722091214737735,0.0002565644164490102,0.7556140826181243,0.0011279307074548814,0.7557570359148423,0.0011250139030045201,0.5128968253968254,0.005172240605678093,0.11649685179383877,0.22055338093459537,0.48744694438557906
103,0.9721902899257288,0.00025316263341661725,0.7537657230093959,0.0011115443703410758,0.7539072884100294,0.0011085922083979062,0.5186274509803921,0.005111390716199525,0.1163428870861632,0.09623802194791785,0.4057434103288499
104,0.9723125512611643,0.0002501864576634948,0.751804227566149,0.0011090545780982658,0.751944431761007,0.0011060892214169887,0.5232558139534884,0.004747073144928635,0.11516095396586054,0.24346759664974127,0.36613789266634306
105,0.9725259080935528,0.00024775786781202903,0.7501783189031889,0.001099104038011756,0.7503171878200008,0.0010961732117817787,0.5268199233716475,0.004436690770761753,0.1162411513289427,0.22850067743762595,0.43891373479415513
106,0.9726237213435748,0.00024122840349284646,0.7483151534357882,0.001084982804895653,0.7484527122684792,0.0010820371613441055,0.5321969696969696,0.0043862738301849126,0.11554699029718363,0.33048190763327456,0.4274539267773773
107,0.9728617887107737,0.000238894740981767,0.7461146746881737,0.0010801143527732484,0.7462509479242976,0.0010771790078775549,0.5262172284644194,0.0043369898545648575,0.11492972823223938,0.13369131541856635,0.5452819025064338
108,0.973014095048793,0.00023664232430457561,0.7444679515506959,0.0010708188260926262,0.7446029629975963,0.001067920200816879,0.5222222222222221,0.005117402071909318,0.11624162500998021,0.24168515871759141,0.5087119795864502
109,0.9731050999036864,0.00023444288123979377,0.7422412842403663,0.001059703691386738,0.7423750570501392,0.0010568261141460263,0.5274725274725275,0.005061166884305912,0.11560240503122114,0.09948243666978827,0.4969261292543658
110,0.9733343484015977,0.00023664523179874435,0.739753936968834,0.0010741874807696007,0.7398864936621542,0.001071351376961338,0.5271739130434783,0.004915945835507016,0.11624049423719912,0.254052068145969,0.6446253578880452
111,0.9734336160527116,0.0002345825015894468,0.7382442332667227,0.0010663661551612823,0.7383755957555987,0.00106356875629975,0.5224014336917563,0.005032736588837887,0.11574292735468854,0.20914194008325407,0.5483156646851622
112,0.9736166671057248,0.00023259618242685022,0.7365967286533235,0.0010647452511097142,0.7367269182628347,0.0010619697268448613,0.5195035460992907,0.004106298904853962,0.11842951006833397,0.21920743000454196,0.7491920263531275
113,0.973839406007126,0.00023063251019668322,0.7347812180140366,0.0010628415932537841,0.7349102555031098,0.0010600810561774683,0.5140350877192984,0.004063074705855502,0.11928602628334757,0.10756024666659127,0.4964976100495588
114,0.9739644420954515,0.00022873687212422356,0.733041240778345,0.0010551277702400697,0.7331691463596192,0.0010523966482913762,0.5190972222222222,0.004020751011002839,0.11965383587983087,0.10327152928075538,0.596276815393721
115,0.9741877303925355,0.00022677516011313997,0.730334965718055,0.0010497196567030916,0.7304617590768833,0.0010470112032226297,0.5137457044673539,0.003979299969652293,0.11729626035997331,0.10632477964783733,0.453890484544434
116,0.9742873721492749,0.00022477721766810975,0.7276665405278352,0.0010444377209196493,0.7277922408404667,0.0010417553412315108,0.5102040816326531,0.004351035027665524,0.11805478838138614,0.09339690195827909,0.49334745078920517
117,0.9741995759851457,0.0002227716883123062,0.725762288222012,0.0010400482327566245,0.7258869141729972,0.0010374055285927801,0.5151515151515151,0.004307085178901217,0.118201552282174,0.13113599396230485,0.408036312872217
118,0.9740826526936659,0.0002207590338990975,0.723479910875109,0.0010348045448096354,0.7236034806739671,0.0010321906787771897,0.52,0.004264014327112212,0.11584202681809802,0.10766903988750554,0.28107526368220614
119,0.97403863504214,0.00021876184180845778,0.7211093232685876,0.001029862479166257,0.7212318546657746,0.0010272735180500295,0.5247524752475247,0.004221796363477439,0.1151328718738108,0.09313150187022454,0.2708777683749531
120,0.9740030396484957,0.00021683060318541974,0.7196133695787018,0.0010253465352106274,0.7197348798809123,0.0010227949792066457,0.5294117647058824,0.004180406203051188,0.11480844957628471,0.1265667709965106,0.4231073820447602
121,0.9739592824307087,0.0002149209271480281,0.7177104703557003,0.0010177493463537296,0.7178309764405371,0.0010152201484775229,0.5339805825242719,0.004139819735060395,0.11603456343329892,0.09847618827459322,0.4348237327180206
122,0.9741354463563322,0.00023478782443431688,0.7153353497602053,0.001049825272143416,0.7154548680902484,0.001047324108934034,0.529647435897436,0.004177578950739999,0.11778999083195052,0.11281205167401352,0.41772422779832363
123,0.974166057965407,0.00023277975612975434,0.7137420221475352,0.0010414043477968355,0.7138605687838381,0.001038921853264778,0.5341269841269841,0.004137792484542475,0.11822231211792623,0.09874233339245654,0.4129220876646348
124,0.9741339173658204,0.00023081119079476888,0.7120582753856736,0.001033705298005907,0.7121758660007158,0.0010312464572119152,0.5385220125786164,0.004098756706386411,0.11817528230984271,0.0979046194689603,0.5159199853767776
125,0.9743475475642942,0.00022890490134240717,0.7097521697877199,0.001028352243482396,0.7098688196778419,0.0010259081457761623,0.5342679127725855,0.0042786590002090435,0.11776432181087278,0.10617919667417494,0.5355470034496314
126,0.9745488687956314,0.0002271084486752453,0.7077415295599976,0.0010244673592579871,0.7078572536573408,0.0010220407974388113,0.529320987654321,0.004239041787244143,0.11785042940804628,0.08392763138369523,0.33835836671229275
127,0.9747418679267944,0.00022538625672542952,0.7060755824201764,0.0010196366470384968,0.7061903953041547,0.001017226796962969,0.5244648318042814,0.004200151495618052,0.11775497197557894,0.11377286056329473,0.42352858513678965
128,0.9747515968680008,0.00022374093108106256,0.7051286233893174,0.0010158562309098961,0.7052425392976396,0.0010134583452006893,0.5287878787878787,0.004161968300203343,0.11749521354010546,0.10477111971845816,0.33666644169709825
129,0.974927005696189,0.000222186530419232,0.7034465509560363,0.0010125497263578508,0.7035595837953018,0.0010101677864685218,0.524024024024024,0.004124473090291608,0.11634174741831893,0.18896328134200382,0.442833893680075
130,0.9750974581108749,0.00022101103494105725,0.701708188971751,0.001008283242575658,0.7018203523276374,0.001005907785304722,0.5208333333333334,0.004160864853687688,0.11766217419527364,0.12020781082273732,0.5227671159628676
131,0.975243423431318,0.00021944498609652874,0.7003276962848698,0.001002510016409692,0.7004390034319327,0.0010001532172836081,0.5206489675516224,0.0039022880694168,0.1204555097957476,0.12670095778684926,0.40958708679653627
132,0.9753098330107867,0.00021787128956433653,0.6989631787299229,0.0009974716117600664,0.6990736426410232,0.0009951425093382882,0.5160818713450293,0.0038680574723166526,0.1204224219320891,0.2761497065541402,0.3915532180735042
133,0.9754372609687602,0.00022080560821145857,0.6968163348643213,0.000999855934504133,0.696925968219699,0.0009975451003181464,0.5123188405797101,0.004069952197929772,0.12023694852127284,0.26491114623525475,0.3919416616206083
134,0.9755439663089237,0.00021918196006065024,0.6953720960898391,0.0009971831725553702,0.6954809112858484,0.000994887937837813,0.5165229885057471,0.0040348664031200345,0.12084933144103333,0.2248955173383858,0.47094034003061125
135,0.9756254909805415,0.0002190724339364062,0.694139814584148,0.0009925839751674522,0.6942478237416685,0.0009903110989099523,0.5206552706552706,0.004000380365486534,0.12076151683523184,0.28853421029242315,0.4395331694621101
136,0.9755015334043358,0.00020366375872971605,0.6930848108199988,0.000965652100115742,0.6931920257925376,0.0009632925808203112,0.5247175141242938,0.00396647883696546,0.12136650179819469,0.3222724879444338,0.48560679462491196
137,0.9755902070279504,0.0002051298856216899,0.6916187398110961,0.0009932007754972362,0.6917251721925943,0.0009909690609873434,0.5245098039215685,0.003501400560224089,0.12364208131305102,0.3016893645478457,0.4262442419593078
138,0.9757276796961846,0.0002003215284513477,0.690128947061799,0.00099833251457036,0.6902346081941557,0.0009960475794992894,0.5284722222222223,0.0034722222222222207,0.11941037432553854,0.1605861793655938,0.4831853301032229
