episode,cumulative_retention_mean,cumulative_retention_se,cumulative_certificate_mean,cumulative_certificate_se,cumulative_raw_certificate_mean,cumulative_raw_certificate_se,zero_scale_difference_mean,zero_scale_difference_se,parameter_confidence_max,tracking_utilization_max,return_deviation_utilization_max
139,0.9759023327524591,0.00019888010189041792,0.6880711166300889,0.000993544499860715,0.6881760176104144,0.000991285038379221,0.5241046831955923,0.003443526170798898,0.1176722199682536,0.1698002707099687,0.47711652469517024
140,0.9757804999687055,0.00019746405712384125,0.6870349953219431,0.0009886912636554853,0.6871391470095519,0.0009864440298772033,0.5280054644808743,0.0034153005464480912,0.1200034340609893,0.17520218480304198,0.5663104802925074
141,0.9759473449692612,0.00019610375279558703,0.6852148837943681,0.0009851315673466477,0.6853182968175261,0.0009829070596058856,0.5237127371273713,0.0033875338753387475,0.11879058463109586,0.1148634045195809,0.544506353260011
142,0.9759910744106425,0.00019476283610363383,0.6836028453024813,0.0009802964169478001,0.6837055300649126,0.000978079696998107,0.5221774193548386,0.003986173601710324,0.11847290288523156,0.18182049838990047,0.4044073316287616
143,0.9761578012297584,0.00019341033126018596,0.6821548674516213,0.0009779976615560376,0.682256834138791,0.0009757878764704524,0.5180000000000001,0.003954284212896648,0.11825834574970195,0.10090240146877165,0.4270031695202254
144,0.9762743050937795,0.0001921053216453385,0.6815316502716041,0.0009775674887836062,0.6816329088567793,0.0009753726159820028,0.5138888888888888,0.003922901004857783,0.11746105970466737,0.10288485446784333,0.6874931366496972
145,0.9763906260246041,0.0001907766708088957,0.6803875182585682,0.000977159855454245,0.6804880785086734,0.0009749719646003212,0.5177165354330708,0.0038920120205675666,0.11761182710518389,0.18503183048936095,0.37386866741933894
146,0.9764260903610217,0.0001894542043580023,0.6792717741618713,0.0009764563078280291,0.6793716456431401,0.0009742795108948262,0.521484375,0.00386160567665688,0.1191020883262884,0.09013306005476357,0.39805111322491715
147,0.9765216897412324,0.00018816566714502397,0.6774883390369172,0.0009733054399068073,0.6775875311203544,0.0009711452415649812,0.5193798449612403,0.004576170951087182,0.11657611145360215,0.10730175553242383,0.3040303285711143
148,0.976681658019448,0.00018688360989897206,0.6755395098707125,0.0009683436540974888,0.6756380317373695,0.0009661999172339851,0.5153846153846153,0.004540969636078822,0.1165633355485248,0.11942526080068133,0.4480141956457075
149,0.9768374050832214,0.00018563538335124844,0.6739506858826908,0.0009615525072834388,0.6740485465287662,0.0009594280571979517,0.5120865139949109,0.00474101927343502,0.11638044190308386,0.11085589040676484,0.5163026826014103
150,0.9768000813522781,0.00018439365103471093,0.6727367243231716,0.0009557475948482724,0.6728339325649397,0.0009536485865544426,0.5157828282828283,0.004705102460757475,0.1165620952752977,0.18604723388189925,0.4837964241056355
151,0.976855167292421,0.00018315043073761632,0.6707532421419162,0.0009510078338120968,0.670849806620494,0.0009489286370741577,0.5125313283208021,0.004969627275276198,0.11660573134428465,0.22347651664322266,0.47495167103548735
152,0.9767934200442968,0.00018191322683437395,0.668952403773969,0.0009440658326274442,0.6690483329599246,0.0009420077824230357,0.5161691542288557,0.004932540504565183,0.11504322117065922,0.10708695895952268,0.37649863629323793
153,0.9768075258022826,0.00018068813474229252,0.6669330844096705,0.0009366096097051001,0.6670283866074825,0.0009345699783607316,0.519753086419753,0.004896003167494336,0.11693881708102197,0.19930089390178254,0.4801520706116835
154,0.9767012472184152,0.00017946289637867102,0.6652499730166795,0.000931369616216428,0.6653446563690513,0.0009293465671803332,0.5232843137254902,0.004860003144203937,0.11452112541861885,0.11696412174061806,0.5420285986728308
155,0.9767489936574271,0.00017825994115170708,0.6632227535289292,0.0009267492012518895,0.6633168260209631,0.0009247427346993526,0.5212895377128953,0.004876537307733686,0.113282557408866,0.08818378639237702,0.6082226889784039
156,0.9768810881600066,0.0001771025998515657,0.661758395934913,0.0009238480516527383,0.6618518653981517,0.0009218614876546502,0.5175120772946858,0.004841200080866056,0.11141661772819227,0.15512856358127336,0.35023086824914607
157,0.97703125348854,0.0001759522572110965,0.6601401556739032,0.0009205735092179562,0.6602330297902422,0.0009186000391492135,0.5137889688249401,0.004806371303305867,0.11236946047832994,0.10220606860552224,0.43281469825736973
158,0.9771202965679877,0.0001788402966615758,0.6590021602149163,0.0009332228726845828,0.6590944465203925,0.0009312863502414098,0.5148809523809523,0.004931372982954229,0.11287053295280641,0.12960395764225277,0.5555009738138926
159,0.9771664252851231,0.0001777169250863757,0.6583732976831341,0.0009311407018233236,0.6584650035715948,0.000929217508241015,0.518321513002364,0.004896398706479386,0.11279189096226457,0.09420359254130929,0.3899922889333434
160,0.9773139046746522,0.00017656907224474467,0.6571041059578925,0.0009292394983850134,0.6571952386845502,0.0009273272128494102,0.5146713615023474,0.004861917025447838,0.1128513264187758,0.10254432993903556,0.4606899747870427
161,0.9773679050853873,0.0001873652100949368,0.655806301120004,0.0009444895820383323,0.6558968678048813,0.0009426795252588091,0.5180652680652681,0.00482791760568945,0.11321444710293951,0.10967598060586341,0.5582909945483147
162,0.977234267718608,0.00018616722935933472,0.6549172531089403,0.0009403891149952453,0.6550072607402072,0.0009385906165642634,0.5214120370370371,0.0047943904000944,0.1126034048918729,0.281328389993789,0.4966341206609569
163,0.9773399490346198,0.00018693223532958617,0.6530044094945125,0.0009375572304397671,0.6530938649317227,0.0009357897261554403,0.5212643678160919,0.0053324820060639405,0.11282232123521818,0.21807947415602982,0.32214575652088717
164,0.9772846031634979,0.00018576188114368235,0.6515722815313657,0.0009312354532534357,0.6516611915085929,0.0009294815118413058,0.5245433789954337,0.005295958156707341,0.11175302954138806,0.0972699334501561,0.526666202597608
165,0.9772084078828979,0.00018462612811404912,0.6504916832584768,0.0009264844411244788,0.6505800543873571,0.0009247443428872601,0.5277777777777778,0.005259931230471233,0.11055046570393803,0.18150084045777037,0.4132537786876209
166,0.9771508568195223,0.0001841818870219344,0.6490475771418486,0.0009270495725483974,0.6491354159145307,0.0009252925586479014,0.5292792792792793,0.00501324510511683,0.11242778624959322,0.2939983361568731,0.3987196479141629
167,0.9772771648969258,0.00018395953899416427,0.6475812043646002,0.0009217929117812173,0.6476685171566077,0.0009200581470674108,0.528523489932886,0.005232982549850037,0.1124427849560565,0.19784638912320301,0.49684106722249216
168,0.9773568897970669,0.00018326674270408624,0.6462894893054896,0.0009199028828422376,0.646376282378497,0.0009182249206924625,0.5261111111111112,0.005471587667664505,0.11256842001741524,0.20021568000537268,0.3831800530071407
169,0.9774855409451456,0.00018139227005440102,0.6447947216926067,0.0009141656362886675,0.6448810011971345,0.0009125105723262553,0.5231788079470198,0.005764160793235027,0.11426123315325597,0.12076998631671043,0.5861528730382333
170,0.9775420406570815,0.00018033116045773615,0.643563471608496,0.0009107350517118297,0.643649243586527,0.0009090875011408186,0.5263157894736842,0.005726238682753221,0.11446860515660284,0.23843073991860317,0.5405937923745257
171,0.9776399001002897,0.0001793027058468645,0.6424868058601562,0.0009075344314656149,0.6425720762476721,0.0009058962435392244,0.5283224400871459,0.005140957556909254,0.10926667883320795,0.15349724808689447,0.5076945611304565
172,0.977765704289423,0.00017827784446099602,0.6415871910234913,0.0009067858332335633,0.6416719656529405,0.0009051504154261843,0.5265151515151515,0.005789146708472034,0.10938329507439418,0.09255763242895888,0.7030430451933198
173,0.9778955576232722,0.00017723666138256226,0.6407032156944624,0.0009063170386381913,0.6407875002971516,0.0009046851972301099,0.5231182795698924,0.005751797374868988,0.10959961528684838,0.12534879842038926,0.4615592253886507
174,0.9779527293671996,0.00017623297046123328,0.640272688499088,0.0009057614973980519,0.6403564887075089,0.0009041355610192209,0.5245726495726495,0.005042092988507153,0.10921252247953202,0.13166978237570195,0.5837157543421503
175,0.9780104613749921,0.00017521970741797663,0.6398022251479342,0.000906388364319052,0.6398855464980211,0.0009047637894537757,0.5276008492569002,0.005009977746542138,0.10964762243526927,0.1811564439497779,0.43688949280557554
176,0.9781348534100411,0.00017420518277406306,0.6389838227879596,0.0009075770412902192,0.6390666707212849,0.0009059548457924251,0.5242616033755275,0.004978269026627312,0.10940932497212437,0.11473207594732417,0.6944047081718842
177,0.9781822519248808,0.00017321883954318423,0.6381448243861507,0.0009066926434117261,0.6382272042520558,0.0009050795077438416,0.5262054507337527,0.004469616695086172,0.11098597915997505,0.1191931935050057,0.33773725570022917
178,0.9779452899957192,0.00017500842721225802,0.6377651747769991,0.0009203643566761958,0.6378470918346689,0.0009187257430406257,0.5291666666666667,0.004441681590741884,0.11290359753715369,0.19765948471611888,0.3668862301474846
179,0.9780666270509326,0.00017282468893328016,0.636453739208729,0.0009146956840920147,0.6365351986292053,0.0009130511871440744,0.5263975155279503,0.004595217626159735,0.11225865687486516,0.26532167607604834,0.4410170562624966
180,0.978097899879416,0.0001718679104644372,0.6355424891524849,0.0009139809728023523,0.6356234960206252,0.0009123445520498266,0.529320987654321,0.004566852085257501,0.11265062115073705,0.1717239150015388,0.31443310634131666
181,0.9780354105130568,0.00017953021505692193,0.6346969093604631,0.0009395646397588076,0.6347774686768456,0.0009378696460071701,0.5322085889570553,0.004538834587801938,0.1149586018829677,0.21549611922490297,0.5300253070563166
182,0.9781553062406246,0.00017855023290121427,0.6337606127947415,0.0009400917331697993,0.6338407294775175,0.00093840441441028,0.5289634146341463,0.004511158767144614,0.11471873799389135,0.16138196521298567,0.5469536294234285
183,0.9781252575038546,0.00018037270946070772,0.6331558073444262,0.0009446580254683294,0.6332354862311212,0.0009430081599887534,0.5318181818181819,0.004483818410980099,0.11459138941419403,0.10503448267499904,0.38068729897633724
184,0.9782374968872852,0.00017944721643141845,0.6323071160369537,0.0009445207555223145,0.6323863618862213,0.0009428780275021391,0.5286144578313253,0.004456807456697084,0.11020372957864163,0.13112041349993367,0.5707619678388387
185,0.9783228491645325,0.00017855938482788883,0.6317790508418416,0.0009423430242260067,0.6318578683351672,0.0009407091801996433,0.526946107784431,0.00442244877770058,0.1102456399486825,0.12934033606275672,0.36519468396254123
186,0.9783934668222413,0.00017825090236555058,0.6311882579582918,0.0009466914734781834,0.6312666517016534,0.0009450537726154027,0.5292658730158731,0.004238097095891634,0.11072443149373128,0.10926840408962954,0.6149819421707886
187,0.978456749275793,0.0001773948565534581,0.6304125108780608,0.0009449627149311905,0.6304904854035432,0.0009433325563354925,0.532051282051282,0.004213019598282805,0.1107064935220762,0.11332197455989977,0.5107603879731071
188,0.9785632548667192,0.00017651785130173004,0.6294663310546339,0.0009423239393058058,0.629543890822002,0.0009407005141284663,0.5289215686274509,0.004188237130057615,0.10988764815369292,0.09662128965137917,0.363090454423435
189,0.9786359188143577,0.00017562773668337612,0.6285891678610432,0.0009389940744279952,0.628666317259272,0.0009373760112280073,0.5258284600389863,0.004163744515261954,0.1097225184122266,0.09176192658434613,0.464719202192305
190,0.9787471108834239,0.0001747136598617487,0.6274022089976378,0.0009371322328327785,0.6274789523464023,0.0009355224420949985,0.5227713178294573,0.0041395366983127515,0.10878268984442507,0.09471965354849744,0.4269480486573218
191,0.9788596100588229,0.00017378883770897453,0.6262390200708432,0.0009323979319864512,0.62631536162197,0.0009307988127149917,0.5197495183044316,0.00411560874051904,0.10632079555010694,0.19054135399514222,0.5300050005012888
192,0.9788526890406503,0.00017287096032021708,0.6254845957103021,0.0009270304227910276,0.6255605396491836,0.0009254374266089229,0.5225095785440613,0.0040919558167229544,0.10576882274347467,0.11490463591443752,0.36281821753894594
193,0.9788583145198833,0.00017194138739788924,0.624445428853404,0.0009221249435989423,0.6245209793003742,0.0009205443639035057,0.5195238095238096,0.004068573212055966,0.10570626460806518,0.09086109042328602,0.4969771121909643
194,0.9789729641480479,0.0001710089633416387,0.6232761962465899,0.0009179680518943985,0.6233513572582664,0.0009163972656030763,0.5165719696969697,0.004045456318805648,0.10485315198462161,0.12098188510931117,0.576542161955977
195,0.9789625741842047,0.00017009761001604394,0.6224743858007227,0.0009134038418168903,0.6225491613713136,0.000911838574042604,0.5188323917137476,0.003923700269257265,0.10473367095323498,0.09982062715910921,0.5825758669001875
196,0.978877077024667,0.00016918499948485492,0.621568219349368,0.0009087933456826793,0.6216426134119457,0.000907233585478456,0.5215355805243446,0.0039016570093176133,0.10482748216117888,0.09957458173544315,0.42219024595379456
197,0.9789602296806862,0.00017137606005523492,0.6205777722599808,0.000914534383644311,0.6206517886877231,0.000912988749408814,0.5190875232774674,0.003917762538655074,0.10448116924265571,0.16857822705733955,0.36920078599093503
198,0.9789709318172354,0.00017739497813248743,0.6199224991673947,0.000945780283555074,0.6199961417747949,0.0009442650794135663,0.5189814814814814,0.003955557289498856,0.10371784447942702,0.10865520810064128,0.43214727206660486
199,0.9790108878273291,0.00017648993948282308,0.6190342500330653,0.000943473421284231,0.6191075225771117,0.0009419659131575381,0.5216390423572745,0.0039337033818220655,0.10302353910646812,0.1029444732896705,0.40490441518396797
200,0.9790376388520124,0.00017528170336219038,0.6180178448008342,0.0009408415046037101,0.6180907509821604,0.0009393435762617052,0.5242673992673992,0.003912089626976892,0.103492829441591,0.15310101028494255,0.49753351718815897
201,0.9791165860678442,0.00017444120143766752,0.6170774344525212,0.0009388449399994122,0.6171499779165274,0.0009373545807345429,0.5241347905282333,0.003524634021565378,0.10581261800220056,0.22580666275065187,0.4585020551122362
202,0.9792177510309396,0.00017359616059506788,0.6159376582060765,0.0009367601733290054,0.616009842544023,0.0009352750455762756,0.521286231884058,0.003505478401882949,0.10591386198559133,0.11111870051842741,0.37860206174312266
203,0.9793168995888869,0.0001727376216926458,0.6149710422271787,0.000936255038602928,0.6150428709772536,0.0009347756980415204,0.518918918918919,0.003763841209852922,0.10559242729687912,0.1207381189001729,0.36261724738564716
204,0.9793180643948188,0.00017191247642999472,0.6142875314789192,0.0009335489443248844,0.6143590081272782,0.0009320756710313972,0.521505376344086,0.003743605504423606,0.10642295323312677,0.14929466662149093,0.4169654778541478
205,0.9793781840719721,0.00017107608373251556,0.6132760562506335,0.0009321282674554441,0.6133471842324151,0.0009306594443736957,0.5240641711229946,0.00372358622365129,0.1045661377017249,0.10619936190429928,0.4028388675991436
206,0.9794696300827819,0.00017083144079598994,0.6121616063880522,0.0009326755820890348,0.6122323890883689,0.0009312114493210134,0.5217198581560283,0.0037872357027116726,0.10410076615793319,0.17069480241701976,0.4183065823776272
207,0.9794623329291087,0.00016999725177927212,0.6112976269163153,0.0009278013064454643,0.6113680676712198,0.0009263445959720298,0.5242504409171076,0.0037671974185703363,0.10322594187058265,0.2597211115014366,0.522632799862521
208,0.9795111565755886,0.0001724243647728497,0.6101492422035067,0.0009346684959782479,0.6102193443009357,0.0009332228945660131,0.5267543859649123,0.0037473700637357613,0.10263804310502507,0.31100097739363597,0.7125369820037205
209,0.9796112705434387,0.00017157082425111922,0.6091499515138535,0.0009347489234602681,0.6092197181945483,0.0009333099897504812,0.5239965095986038,0.003727750325182165,0.10248064466940593,0.16176024645695394,0.2757608074490617
210,0.9796389305797382,0.00017073640138012347,0.6084288416044942,0.0009306056225029179,0.6084982760629001,0.0009291727802135801,0.5238715277777778,0.004027134848329542,0.10223892919052943,0.2623258939853808,0.4451898275888179
211,0.9796429334534814,0.00016990966639745053,0.6079525526095901,0.0009314954895479499,0.6080216579947334,0.0009300687578857148,0.5263385146804836,0.00400626886465944,0.10164274311923445,0.3092796539130417,0.2933040089473497
212,0.9797405788186496,0.00016909467218484623,0.6074026932929869,0.0009332898549289902,0.6074714727093323,0.0009318697196275698,0.5236254295532645,0.003985617994223054,0.10175457319047058,0.10518363524606378,0.34183970577141753
213,0.9797092968132345,0.00016831849277102406,0.6071709948163798,0.0009332942374981018,0.6072394513246673,0.0009318788874709337,0.526068376068376,0.003965178927586009,0.10267172434918366,0.11237634191933395,0.5517563133899825
214,0.9797851042223531,0.00016755498748103256,0.6069828921809481,0.0009351508214496015,0.6070510287990101,0.0009337408571440931,0.5233843537414966,0.003944948422853428,0.10251127817602028,0.08730943695420705,0.4260835972097471
215,0.9798783118928128,0.0001667824180733543,0.6063602775585973,0.0009346059439200512,0.6064280972621565,0.0009332020507306535,0.5207275803722505,0.003924923303955694,0.09985538459677917,0.10447624094432045,0.49119550674803236
216,0.9798078802168767,0.00016602767700246425,0.6058326952327573,0.000936073174088139,0.6059002009562077,0.0009346756168341444,0.5193602693602694,0.004432381529713678,0.10051228855163513,0.26490143494577606,0.519461216587076
217,0.9797813083469039,0.00016493999980590749,0.6050887669156128,0.0009317904533634743,0.6051559615527798,0.000930398392437386,0.5209380234505862,0.004601170985149421,0.10021556782855172,0.29238966437119357,0.40933062344829374
218,0.9798698579060221,0.00016416516771527016,0.6040282838568859,0.000929243785853155,0.6040951702617722,0.0009278585431240317,0.5195833333333334,0.004583333333333338,0.10039840137958321,0.1145914665674585,0.3659369770793022
219,0.9799330130595204,0.0001634033030789456,0.6032494093701796,0.0009251531861433926,0.603315990357692,0.0009237737946563078,0.5219734660033168,0.004560530679933666,0.09996251796947951,0.27283062108760603,0.3679160874618975
220,0.9799628592347983,0.00016264583320462424,0.6020793311262069,0.0009214441929469794,0.6021456094728671,0.0009200726003315049,0.5243399339933993,0.0045379537953795426,0.10022888215359027,0.19892325700812427,0.4217300967362275
221,0.9800271435379417,0.00016190346096109405,0.600954403233852,0.0009177592105712527,0.601020381678491,0.0009163992773319002,0.5258620689655172,0.00474068861615318,0.10026689177363021,0.1352420719809394,0.2786740701402184
222,0.9800042657744771,0.0001611727583103531,0.6001990968872181,0.0009128348848483234,0.6002647781316559,0.0009114824851215184,0.5281862745098039,0.0047174499464661636,0.10071866395443624,0.18580871075869063,0.5978405533863107
223,0.9800402882770981,0.00016044683308563643,0.5991418655753589,0.0009097339794561681,0.5992072522850684,0.0009083853775070576,0.5256097560975611,0.004694437995507794,0.10173279763475652,0.25064863601227944,0.38516002754701445
224,0.9801084862411865,0.00015973141194587962,0.5981561573592354,0.0009064345856310952,0.5982212521639908,0.0009050900994923761,0.5275080906148867,0.004563722288169628,0.10437332098192409,0.09930289162643474,0.48391156738465896
225,0.9800782784915153,0.00015901633342321647,0.5973230494317947,0.0009021724281492468,0.5973878549263069,0.0009008362935129565,0.5297906602254427,0.004541675320593932,0.10305043619310349,0.2378573056827847,0.5751439153978316
226,0.9801017147878799,0.00015830222912352642,0.5962140100650726,0.0009005510643102056,0.5962785288096091,0.0008992233057451361,0.532051282051282,0.004519840343091077,0.10242696424046874,0.09970170437370555,0.4973569552606967
227,0.980093557009117,0.00015759522011420796,0.5953931326175996,0.0008987533375028631,0.5954573671385917,0.0008974323301667585,0.5342902711323764,0.004498214312741357,0.10292226647568964,0.2930929995118536,0.5806740743740607
228,0.9800707336924711,0.00015690912570653407,0.5949792605238742,0.000899759227922903,0.5950432133145113,0.0008984434917015529,0.5365079365079365,0.004476794244585447,0.10245158452932848,0.09960972058821471,0.5121990573725714
229,0.9798598033728663,0.00015621873587696718,0.5947871880692531,0.0009019357671116761,0.594850861590062,0.0009006249726360251,0.5387045813586099,0.004455577210250915,0.10363131505259474,0.15094398041355286,0.4584551121282561
230,0.9798939074481998,0.00015553405617677935,0.5942074921533985,0.000900865019777466,0.5942708888328125,0.0008995590483338715,0.5408805031446541,0.004434560336617661,0.10276545980315444,0.1449824257779446,0.4159082818572623
231,0.9799694342972772,0.00015486014631623535,0.5935842519815752,0.0008973979214462671,0.5936473742164896,0.0008960947810935723,0.5383411580594679,0.004413740804520861,0.10325560903759727,0.10229869335820395,0.38182565035679567
232,0.9800582291455527,0.0001541736563088978,0.592762631436235,0.000893984231716943,0.5928254815925506,0.0008926853250243165,0.5358255451713395,0.004393115847490394,0.10512405427727595,0.09029460391105217,0.39164522173206595
233,0.9800250881527545,0.00015348648897843393,0.5922392312950993,0.0008903058062118184,0.5923018117082547,0.0008890101671231291,0.5344961240310077,0.004596519515089603,0.10524855396537752,0.11199674670885355,0.36994809073856216
234,0.9800863347932357,0.00015281266771619297,0.5914217698319728,0.0008861902119617413,0.5914840828074653,0.0008848978941692538,0.5354938271604938,0.00442642327841849,0.10474869572443944,0.14722775598555973,0.4227864753760279
235,0.98017332860009,0.0001521450982074092,0.5905089895272028,0.0008834077111064968,0.5905710373410974,0.0008821203021105428,0.5337941628264208,0.004602472698694873,0.10535190636835029,0.10247845291650055,0.5086462468371095
236,0.9802590795810588,0.00015148706584494815,0.5896734395170864,0.0008802069933008101,0.5897352244165154,0.000878926549425972,0.5313455657492354,0.004581360438609114,0.10510918920498104,0.10229458004533058,0.539291113621869
237,0.9803147388686929,0.0001508505628517232,0.5888926994639115,0.0008772190765848595,0.5889542236675623,0.0008759420105180757,0.5312024353120245,0.004845914212768083,0.10332963220015651,0.18964803546474215,0.4637682362814005
238,0.9803282478540886,0.00015010320572125458,0.588139808554081,0.0008629990752389436,0.5882010742526743,0.0008617716349569602,0.5318181818181819,0.004941430059132808,0.1043255804819356,0.1496235606437176,0.5023907716668168
239,0.9804079113033327,0.00014949534227210048,0.5873851903920841,0.0008599500151698762,0.5874461997488424,0.0008587285775114117,0.5294117647058822,0.004919070647100532,0.10378555662634946,0.17982439224536645,0.3165156071442947
240,0.9804602820132035,0.00014890595127859259,0.5867087221376198,0.0008563581875956697,0.5867694772887249,0.0008551409214673258,0.5274024024024023,0.005004294016294119,0.10333228976345005,0.18496721896468385,0.5567085495344528
