schema_version,campaign_id,epoch,design_trial_index,scenario_seed,agents,tasks,q,screened_elements,enumerated_feasible_sets,maximal_feasible_sets,maximum_cardinality,branch_and_bound_leaves,curvature,exact_optimum_value,exact_score_greedy_value,exact_score_greedy_ratio,zero_shortfall_certificate_slack,approximate_greedy_value,approximate_shortfall_sum,nonuniform_channel_certificate_slack,exact_optimum_crosscheck,feasibility_and_maximality_checks,finite_channel_checks
exact-oracle-audit-v1,SAT-COV-V1,25,1,4152013627,5,8,3,26,2985,648,5,262,0.69038341681734738,1.0824875126735574,1.0699305450487258,0.98839989609319556,0.77660397422668526,0.92398679177025433,0.23318313039276395,0.82022030513632127,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,26,1,4152013627,5,8,3,25,2619,552,5,114,0.64608899995861024,0.98066324249067505,0.97094081200722482,0.99008586223874639,0.70197775529034068,0.84043959366706966,0.16705972516095124,0.70893318583849929,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,27,1,4152013627,5,8,3,26,2455,600,5,10,0.65278280825677792,0.90871370691374875,0.88595386109754981,0.97495377736350219,0.63718086948696584,0.77754598837555211,0.10036526293504425,0.61120214862270617,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,28,1,4152013627,5,8,3,24,1851,438,5,8,0.64540606103857834,0.92740581230453289,0.92740581230453289,1,0.67300183184911155,0.75180511263292171,0.20863240814039291,0.66909592116428895,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,29,1,4152013627,5,8,3,25,1980,497,5,10,0.65872154585815901,0.98159506897433746,0.95024782304895561,0.96806499246360678,0.68195873445035804,0.80491504637183553,0.2624858074967279,0.7518534389084508,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,30,1,4152013627,5,8,3,23,1021,372,4,24,0.6819285787290158,1.0668412710469692,1.0535306624540735,0.98752334676757203,0.76377999287013554,0.95750311652822984,0.19964522298893805,0.83042145481884555,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,31,1,4152013627,5,8,3,23,1021,372,4,18,0.66444314319113307,1.0890838733980475,1.0890838733980475,1,0.79188077026854087,0.89949461438488376,0.3477224733886547,0.88696434677317304,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,32,1,4152013627,5,8,3,22,755,246,4,6,0.57538436327041187,0.92762141025661737,0.92762141025661737,1,0.66817478410196252,0.77776335416999753,0.47867665303026119,0.91996024747663041,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,33,1,4152013627,5,8,3,22,755,246,4,12,0.54156230238264214,0.87521740678657334,0.87521740678657334,1,0.62808991556673599,0.69560524638173371,0.3562263194428924,0.75023129416068979,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,34,1,4152013627,5,8,3,23,816,270,4,18,0.51003914751103729,0.8051419123236272,0.77921756432673583,0.96780151722312646,0.54983496245616925,0.67087908238849192,0.24847024062655221,0.65386183900921913,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,35,1,4152013627,5,8,3,21,487,168,4,12,0.47461648578050386,0.72713204918333363,0.67780937766429483,0.93216820579640969,0.4685396490024285,0.65476212262137434,0.18971397965190329,0.60929232447985815,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,36,1,4152013627,5,8,3,21,487,168,4,12,0.4930449703728188,0.72936624257853255,0.68875453783388707,0.94431918784577873,0.47994925511784864,0.57636251626840829,0.18350568870297507,0.52516100641480956,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,37,1,4152013627,5,8,3,19,339,110,4,18,0.51722775200035498,0.73241114658796413,0.71272601385165846,0.97312283841116898,0.50449066538114229,0.59719626106235435,0.12204642985462294,0.49305974137983299,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,38,1,4152013627,5,8,3,18,215,108,3,14,0.45841601976907886,0.63305992213482254,0.63305992213482243,0.99999999999999978,0.45001082725551622,0.52331376247658468,0.094354288689280849,0.42211221411851596,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,39,1,4152013627,5,8,3,17,165,74,3,14,0.34860665243949396,0.48251691057751112,0.48251691057751117,1.0000000000000002,0.33842207930612467,0.40430556165917392,0.042958112548818608,0.29869668918278941,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,40,1,4152013627,5,8,3,16,143,62,3,14,0.35304338984968986,0.48950846000320791,0.44978602366606435,0.91885240075956354,0.3037967228759092,0.4895084600032078,0.01627658300865456,0.35808197375156436,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,41,1,4152013627,5,8,3,15,100,42,3,7,0.33524040505951724,0.45242713630865417,0.41804191900159626,0.9239983313388177,0.28239138669743974,0.38075817226194308,0.080901183761971238,0.31787707238542673,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,42,1,4152013627,5,8,3,13,74,30,3,6,0.31648385166407011,0.45736135420996421,0.3690334473559671,0.80687501022780383,0.23112795024930102,0.43574224307857212,0.028429984058144175,0.32355372696418122,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,43,1,4152013627,5,8,3,13,74,30,3,6,0.31387930044888257,0.45623638772206154,0.44099475839996388,0.96659269244569146,0.30332034531549762,0.32391159155560117,0.063278085061667266,0.24352177998311145,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,44,1,4152013627,5,8,3,11,36,24,2,7,0.28034635387623918,0.374096145914664,0.35640938215333334,0.9527213419478392,0.24236772143887517,0.28930973890125794,0.11914285022293701,0.28422869152156355,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,45,1,4152013627,5,8,3,10,31,20,2,6,0.26112095031301552,0.39988388662225605,0.39988388662225599,0.99999999999999989,0.27726228113293072,0.28236302327780283,0.10733621093286623,0.2584831197077796,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,46,1,4152013627,5,8,3,11,62,20,3,6,0.28928358357493367,0.67401647070960369,0.65660998563897899,0.97417498558707449,0.45169713650814974,0.65660998563897877,0.39935298175275019,0.81592810499039548,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,47,1,4152013627,5,8,3,9,42,12,3,5,0.32427991356346597,0.80791702393095988,0.80791702393095999,1.0000000000000002,0.56488182685427568,0.80791702393095988,0.55723279403729653,1.0677571639434169,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,48,1,4152013627,5,8,3,9,42,12,3,10,0.3203146704601898,0.80015648741611956,0.80015648741611944,0.99999999999999989,0.55916833814976719,0.80015648741611944,0.58501293446756986,1.0877443851783051,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,49,1,4152013627,5,8,3,8,39,12,3,4,0.38531945677097834,0.92464705260514135,0.90948993636321795,0.9836076736531858,0.63635557949897747,0.67042284975222943,0.32496855108303424,0.68526889346708153,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,50,1,4152013627,5,8,3,8,39,12,3,8,0.37222910219770367,0.89742585284711873,0.89742585284711862,0.99999999999999989,0.63130340812286767,0.61831421384523322,0.34855190692277704,0.66227026292404878,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,51,1,4152013627,5,8,3,9,52,18,3,8,0.34981688729578042,0.74774697871577089,0.747746978715771,1.0000000000000002,0.5245267240351017,0.62558418391974235,0.15268159886246482,0.53910119339358098,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,52,1,4152013627,5,8,3,7,28,9,3,4,0.35109997314124719,0.85519800433101822,0.85519800433101834,1.0000000000000002,0.59999881266698263,0.55834159636103942,0.26538350876304329,0.54072126915052698,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,53,1,4152013627,5,8,3,8,35,12,3,5,0.37501220009046754,0.8647487514838843,0.86369900525169219,0.99878606794124791,0.60747807915823848,0.58875888075028482,0.33081638178397554,0.62659589771414037,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,54,1,4152013627,5,8,3,8,45,8,4,8,0.4119580782864517,0.92215324684556266,0.92215324684556266,1,0.65188226880685096,0.53556044855075258,0.36114702032720825,0.58283178378857114,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,55,1,4152013627,5,8,3,7,27,8,3,4,0.34090283574343017,0.74851870646042018,0.74851870646042029,1.0000000000000002,0.52447187143959362,0.50337722977832788,0.15223957376258923,0.41603557408850594,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,56,1,4152013627,5,8,3,8,32,8,3,10,0.41569514463944301,0.82360171571156959,0.82360171571156982,1.0000000000000002,0.5824789922729392,0.68906709202734762,0.32967163318537257,0.73749447703685167,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,57,1,4152013627,5,8,3,8,32,8,3,15,0.40336735732854523,0.82625325380550541,0.82625325380550529,0.99999999999999989,0.58347803530718001,0.66215015206017358,0.43721405955199588,0.80477034961401206,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,58,1,4152013627,5,8,3,10,50,15,3,18,0.41261169808420395,0.73479099676342863,0.73479099676342874,1.0000000000000002,0.51947467549080029,0.45664840811086549,0.40003082400630213,0.59299602583622579,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,59,1,4152013627,5,8,3,10,41,15,3,10,0.42903689455985772,0.84026320418829714,0.84026320418829736,1.0000000000000002,0.59521970362947618,0.38752105832340178,0.36363483731476226,0.46061484980567785,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,60,1,4152013627,5,8,3,10,41,15,3,10,0.42795800753121149,0.8643414520029431,0.86434145200294321,1.0000000000000002,0.61219674949959046,0.40028453886211351,0.35373664715715669,0.45771479006005922,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,61,1,4152013627,5,8,3,12,61,24,3,12,0.42343115418738941,0.78552167722421773,0.78552167722421773,1,0.55606717913582993,0.57814101543388019,0.30826799165301294,0.61882601579220697,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,62,1,4152013627,5,8,3,13,86,32,3,25,0.61399800060979515,1.1371508968955653,1.1371508968955655,1.0000000000000002,0.82249911880833571,1.056169211166061,0.11973916486621633,0.84091358507947922,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,63,1,4152013627,5,8,3,15,121,50,3,36,0.61492424958975778,1.1134479290971642,1.1134479290971642,1,0.80543374893183306,0.98945485118410936,0.15837840332003142,0.81287778481556539,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,64,1,4152013627,5,8,3,16,157,72,3,50,0.68753969506821244,1.1683982183741151,1.1310477327104598,0.96803274339494427,0.81419738939435837,0.97053183030710544,0.36974827856852144,0.95449040768929239,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,65,1,4152013627,5,8,3,16,157,72,3,14,0.71289995858605004,1.3357688161032162,1.335768816103216,0.99999999999999989,0.97600452646372216,1.0543199290268588,0.39920357789212257,1.0171096395044172,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,66,1,4152013627,5,8,3,18,229,120,3,21,0.73497734485927801,1.3327230507768373,1.2696113934427822,0.95264458186022394,0.91278913517362259,1.0835104460025984,0.46026794761397483,1.0963835607836732,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,67,1,4152013627,5,8,3,18,229,120,3,7,0.72575162839599328,1.3043711180618849,1.3043711180618849,1,0.95427501715151863,1.0241137522622228,0.41011477219973902,1.004244794573667,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,68,1,4152013627,5,8,3,18,229,120,3,7,0.74152477157202701,1.3633674400934546,1.3633674400934546,1,0.99897924989563136,0.97335515528937366,0.69032946118095151,1.1624815106260746,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,69,1,4152013627,5,8,3,20,315,180,3,14,0.76432946160676951,1.296716975565873,1.2967169755658727,0.99999999999999978,0.95224208600283722,0.94605126824142749,0.60973691169404343,1.0875090670200092,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,70,1,4152013627,5,8,3,20,315,180,3,42,0.73876494472967336,1.2454694653768243,1.2415371047898518,0.99684266800889998,0.90841387190716083,0.94783002146721707,0.53904240766004774,1.0472365803436245,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,71,1,4152013627,5,8,3,22,644,222,4,12,0.73892492511679086,1.2431357333524669,1.2431357333524669,1,0.91065092602148368,1.0494908879422982,0.37654065148860949,1.0191308830852623,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,72,1,4152013627,5,8,3,22,644,222,4,6,0.76300028011009213,1.331696555187952,1.3316965551879516,0.99999999999999967,0.97780432663117045,1.2257071463465621,0.31938054518760406,1.12643664626193,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,73,1,4152013627,5,8,3,22,811,272,4,6,0.74462910868214882,1.2241329340536029,1.2241329340536027,0.99999999999999978,0.89722928124179901,1.1613963845085999,0.17404335137536145,0.97392711597680259,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,74,1,4152013627,5,8,3,23,928,322,4,24,0.76757318986181611,1.3730677112794489,1.3730677112794492,1.0000000000000002,1.0086241710784931,1.1445837661191287,0.41374431594695649,1.1095918079553604,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,75,1,4152013627,5,8,3,24,1404,377,5,10,0.7619469211806299,1.3612346468247603,1.36123464682476,0.99999999999999989,0.99939151736413556,0.90986394807863524,0.64206455269789964,1.0600412427363799,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,76,1,4152013627,5,8,3,25,1842,460,5,40,0.74548112613529294,1.216310167330493,1.216310167330493,1,0.89156946610434096,0.96393964447778735,0.1886137251448094,0.79027197135637994,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,77,1,4152013627,5,8,3,26,2510,530,5,40,0.7812577275961754,1.352135761660886,1.2047564051964827,0.89100254527446943,0.84716751306865978,1.1685155037093813,0.098812704742202689,0.88932330802019532,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,78,1,4152013627,5,8,3,26,2677,576,5,80,0.72447592038475328,1.1140916597861559,1.0482775236447019,0.94092574379913529,0.74915042936318876,1.0000219484270769,0.13306218053919827,0.80807410571026628,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,79,1,4152013627,5,8,3,26,3112,672,5,15,0.72789595983209598,1.0681839880909312,1.0673780362665175,0.99924549344176739,0.78083999990483699,0.89376758218965857,0.12099999180028921,0.70460350135468142,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,80,1,4152013627,5,8,3,26,3112,672,5,41,0.70881788018907732,1.0504534541288038,1.0481729030419344,0.99782898416116805,0.76494156409162417,0.97917578191561316,0.23643529756702936,0.88719295276404431,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,81,1,4152013627,5,8,3,25,2754,582,5,152,0.63706181458112032,0.91939466512981061,0.91939466512981061,1,0.66660966668850774,0.79924109648005937,0.37005211991292192,0.85169049226546623,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,82,1,4152013627,5,8,3,26,3308,744,5,205,0.59870450485624727,0.90368659855000033,0.90368659855000044,1.0000000000000002,0.65257217742136187,0.76317293610003967,0.32979283868671821,0.78698481545676868,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,83,1,4152013627,5,8,3,24,2287,464,5,29,0.57258878809178304,0.84186963063176024,0.7975343176598888,0.94733708004337791,0.56188737350614371,0.75120917627120121,0.169947708352676,0.65827194636093311,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,84,1,4152013627,5,8,3,25,2691,574,5,16,0.63658892347702312,0.93825524161483742,0.91592693634139932,0.9762023122460699,0.65792272927865803,0.78064063497323943,0.20609249903372623,0.69265220646322767,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,85,1,4152013627,5,8,3,24,1916,448,5,25,0.56309837101713733,0.82029262042485629,0.82029262042485607,0.99999999999999978,0.59007371120324725,0.57966889326138404,0.28839204670687896,0.59226566018223892,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,86,1,4152013627,5,8,3,23,1612,374,5,5,0.56800814961306745,0.8635339315010172,0.86353393150101698,0.99999999999999978,0.6215126425096611,0.74309876122012919,0.13988686982156867,0.61869508739879919,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,87,1,4152013627,5,8,3,24,1808,430,5,10,0.65692931925246634,1.0144028858509728,1.0144028858509728,1,0.73701090003640068,0.73181801105648214,0.35262355167832971,0.74370442323162966,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,88,1,4152013627,5,8,3,22,873,302,4,6,0.6079249498661935,0.94683461987058026,0.94683461987058026,1,0.68440271426630894,0.83092897563277801,0.23440330808305665,0.7634040966492377,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,89,1,4152013627,5,8,3,23,959,334,4,6,0.55618627673440346,0.8127463281024031,0.75963404847062521,0.93465085255348468,0.5310896852521898,0.64720648649384938,0.18438051312211828,0.57420558931518983,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,90,1,4152013627,5,8,3,22,792,254,4,24,0.55358266368079134,0.73729375395445296,0.72428323433386288,0.98235368257114819,0.51680424095348487,0.70748697982855235,0.07622850480256041,0.56436149558275839,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,91,1,4152013627,5,8,3,22,673,208,4,24,0.56761341586378244,0.82280389933395115,0.81241801157636995,0.9873774446548097,0.58178654918886352,0.6679875403761224,0.21515924911241952,0.6182831213916572,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,92,1,4152013627,5,8,3,22,673,208,4,18,0.55393600343111671,0.81162036386476366,0.79835739325186217,0.98365865224260018,0.5699851425750937,0.68101019462642365,0.2960937186452014,0.70258086781717022,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,93,1,4152013627,5,8,3,20,387,128,4,12,0.48479230911695037,0.73694624200615966,0.72752369026866293,0.9872140582305623,0.51604875097941083,0.60557708372909269,0.29325279890278194,0.64655862352661786,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,94,1,4152013627,5,8,3,20,387,128,4,12,0.48454232788848473,0.73099354103378855,0.73099354103378855,1,0.52121174697053607,0.6135050686213982,0.2825893991103835,0.64701726199117238,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,95,1,4152013627,5,8,3,19,287,98,4,6,0.42977389352476081,0.61321227607876061,0.6132122760787605,0.99999999999999978,0.43442140090285625,0.44941827168977594,0.04621743572421378,0.31105347458111976,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,96,1,4152013627,5,8,3,18,187,86,3,7,0.35664980637149779,0.5016719649217638,0.42208735694054644,0.84136126085174268,0.2726312045681708,0.36160533942950129,0.10306311333770141,0.30426166761026818,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,97,1,4152013627,5,8,3,16,115,49,3,7,0.3246615032185235,0.42785120492637385,0.42785120492637391,1.0000000000000002,0.29916104969938867,0.34190387152793478,0.089396280529713518,0.29388022665982771,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,98,1,4152013627,5,8,3,16,115,49,3,7,0.31654107292741751,0.37312591638909709,0.37312591638909703,0.99999999999999989,0.26062137982994343,0.3548414536802873,0.03170079859777461,0.27101209216106759,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,99,1,4152013627,5,8,3,14,87,36,3,6,0.27699747250341222,0.36383417069729612,0.36383417069729596,0.99999999999999956,0.25280748430215799,0.32550215814085021,0.043882185702539989,0.25464839168606562,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,100,1,4152013627,5,8,3,13,50,36,2,7,0.24701184716390034,0.3245717066525492,0.32457170665254925,1.0000000000000002,0.22461158272012627,0.24881666557168919,0.11092430488664885,0.25134243646302756,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,101,1,4152013627,5,8,3,13,50,36,2,7,0.20723008714244695,0.23919990620193932,0.23919990620193934,1.0000000000000002,0.16461844503366382,0.19016434091840254,0.066081065258106003,0.17739422174553315,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,102,1,4152013627,5,8,3,11,37,25,2,6,0.17055820751542572,0.21154560290066821,0.19242875904867823,0.9096325161579164,0.12570687947579268,0.1581350710845674,0.057570863973883502,0.14588706665210854,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,103,1,4152013627,5,8,3,11,37,25,2,12,0.15066988914039736,0.20447063176933669,0.20447063176933664,0.99999999999999978,0.13957312141000072,0.13521330890250829,0.07151017461087078,0.1384062464101633,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,104,1,4152013627,5,8,3,10,52,16,3,10,0.18287754220622954,0.43211381470738552,0.4321138147073853,0.99999999999999944,0.29635181664827576,0.43211381470738547,0.23537654025752131,0.51820440488297947,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,105,1,4152013627,5,8,3,10,52,16,3,10,0.19100140188208314,0.45587144214591446,0.45587144214591435,0.99999999999999978,0.31300988092032633,0.45587144214591446,0.30663855074945356,0.60129419558900243,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,106,1,4152013627,5,8,3,10,63,24,3,4,0.26223228468496573,0.56596251535055886,0.56596251535055875,0.99999999999999978,0.39247317861400755,0.39568100260757888,0.17033571401393857,0.3788350613891257,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,107,1,4152013627,5,8,3,9,51,18,3,4,0.2361335491670572,0.5650410583598523,0.56504105835985252,1.0000000000000004,0.39043730676088428,0.33992832406949314,0.2234036583695734,0.37242695712990481,1,1,1
