schema_version,campaign_id,epoch,design_trial_index,scenario_seed,agents,tasks,q,screened_elements,enumerated_feasible_sets,maximal_feasible_sets,maximum_cardinality,branch_and_bound_leaves,curvature,exact_optimum_value,exact_score_greedy_value,exact_score_greedy_ratio,zero_shortfall_certificate_slack,approximate_greedy_value,approximate_shortfall_sum,nonuniform_channel_certificate_slack,exact_optimum_crosscheck,feasibility_and_maximality_checks,finite_channel_checks
exact-oracle-audit-v1,SAT-COV-V1,108,1,4152013627,5,8,3,10,68,27,3,4,0.27841288292639765,0.54804773277287921,0.5480477327728791,0.99999999999999978,0.38087912029363657,0.3870152452092554,0.16434152823225234,0.37023177404774416,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,109,1,4152013627,5,8,3,8,40,12,3,8,0.27289369675930253,0.53798411260217061,0.53798411260217072,1.0000000000000002,0.37360843699288881,0.41388134200229615,0.13439475894516406,0.37269459771538205,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,110,1,4152013627,5,8,3,8,40,12,3,8,0.26710008234668359,0.47869518988288817,0.47869518988288817,1,0.33217528604846008,0.44607251699227174,0.050625841821446367,0.34603956538957598,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,111,1,4152013627,5,8,3,7,25,8,3,5,0.25823310318954618,0.51581855615619654,0.51581855615619643,0.99999999999999978,0.35750620101768532,0.33406456333280865,0.14891736800819727,0.31286704616806243,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,112,1,4152013627,5,8,3,8,45,8,4,4,0.29012013576917639,0.58513108595791563,0.58513108595791574,1.0000000000000002,0.40728618613296708,0.32583231728728479,0.16836454056438313,0.3015057088468745,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,113,1,4152013627,5,8,3,8,33,10,3,5,0.291615823920507,0.52941372148216048,0.52941372148216048,1,0.36857668891145245,0.39122013940605166,0.15094347610678899,0.36795396945837583,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,114,1,4152013627,5,8,3,8,32,8,3,10,0.2756879287924684,0.51331131486484283,0.51331131486484272,0.99999999999999978,0.35660795177797289,0.4037531916231189,0.23196847513287064,0.45949540959474344,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,115,1,4152013627,5,8,3,9,50,9,4,4,0.30024332845749968,0.61391982272399304,0.55537429609663158,0.90463652669237493,0.36935170272290813,0.61391982272399281,0.22836288360433865,0.63548454417205846,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,116,1,4152013627,5,8,3,9,30,11,3,5,0.32256720565954933,0.61783146435955705,0.53695879959022774,0.8691023856268606,0.35100877176019207,0.61783146435955716,0.082130205090565039,0.50603813525693975,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,117,1,4152013627,5,8,3,11,57,18,3,10,0.42520918592158896,0.7512852872093857,0.75128528720938581,1.0000000000000002,0.53194531512903986,0.66319546300406429,0.06390997451596292,0.49983161183800984,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,118,1,4152013627,5,8,3,11,57,18,3,16,0.40409429470426728,0.69657962544950003,0.67382173783962029,0.96732909379140375,0.46919179367703778,0.6385596824295523,0.11924098484667006,0.53901582683288229,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,119,1,4152013627,5,8,3,13,86,32,3,18,0.40753683386475903,0.64706070435782193,0.61412557033795512,0.94910039537549507,0.42423453293897306,0.58971445709902059,0.12472040394437264,0.50962743065441218,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,120,1,4152013627,5,8,3,15,128,54,3,43,0.46825980644631304,0.68832834309466162,0.64066844065623574,0.93075993032024329,0.44220339434820144,0.54995082580813603,0.23952875440178187,0.55867506268751999,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,121,1,4152013627,5,8,3,16,157,72,3,14,0.48448346357274219,0.78765539721825362,0.78765539721825373,1.0000000000000002,0.56160886680635513,0.6403452265572076,0.21014977906233243,0.59522919668514485,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,122,1,4152013627,5,8,3,17,193,96,3,14,0.50752765861177951,0.8192987213519527,0.81929872135195259,0.99999999999999989,0.58571575320617397,0.59150595226413638,0.33253604204446452,0.64234216002536404,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,123,1,4152013627,5,8,3,17,193,96,3,28,0.51217683423404692,0.79102789100829984,0.79102789100829995,1.0000000000000002,0.5658034993153882,0.56495737543726376,0.35600639164646608,0.64382335998314322,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,124,1,4152013627,5,8,3,19,272,150,3,7,0.49409837104722831,0.7727451972661028,0.77274519726610291,1.0000000000000002,0.551587944319472,0.60198783735758876,0.28820188979659533,0.62827801650218773,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,125,1,4152013627,5,8,3,19,272,150,3,14,0.47804775403473909,0.79261396776266246,0.79261396776266235,0.99999999999999989,0.5647234890183197,0.54516394308362914,0.32507033772654098,0.5976638103454105,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,126,1,4152013627,5,8,3,19,272,150,3,7,0.46543369149903635,0.76094947779522759,0.76094947779522759,1,0.54136672263765739,0.53818929318350672,0.37999847959452615,0.64756837664950362,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,127,1,4152013627,5,8,3,21,365,216,3,7,0.49162667912584179,0.72743867554658515,0.72743867554658515,1,0.51910063073341361,0.54029110152385607,0.23597072856458551,0.53469872534871543,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,128,1,4152013627,5,8,3,20,328,191,3,6,0.49003915758243499,0.6982809281269069,0.69828092812690701,1.0000000000000002,0.49820267782709976,0.5765679303059279,0.15618416185803746,0.51074390020767302,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,129,1,4152013627,5,8,3,22,422,258,3,7,0.52548852306779703,0.62652555351028583,0.62652555351028583,1,0.44881243675757604,0.53559924073737164,0.17379042343068463,0.50577237205514736,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,130,1,4152013627,5,8,3,22,422,258,3,14,0.54436878349718754,0.73358831850960127,0.73358831850960127,1,0.52661540927813633,0.60241854032743303,0.2302859138025756,0.5903626342657301,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,131,1,4152013627,5,8,3,23,730,252,4,12,0.56969826857939299,0.92285334233757421,0.92285334233757443,1.0000000000000002,0.66432915544464821,0.64456183455521798,0.49756588706561605,0.80419558396061264,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,132,1,4152013627,5,8,3,24,1045,432,4,18,0.53658471395011953,0.76939682452725977,0.76939682452725977,1,0.55184319955897876,0.63348837153847704,0.19592554234276066,0.58213368553800493,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,133,1,4152013627,5,8,3,24,1372,360,5,5,0.61467305662628935,0.92372521766404125,0.92372521766404125,1,0.6681764575982585,0.80400403792561903,0.15183127911975741,0.67446773603341215,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,134,1,4152013627,5,8,3,25,1842,410,5,5,0.5787229829738314,0.90100457328370176,0.89828152034771513,0.99697775902949914,0.64651445774736005,0.70705320147276463,0.20884298711973909,0.63035667781604898,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,135,1,4152013627,5,8,3,26,2510,530,5,20,0.59731350182848142,0.86802608867112729,0.86802608867112752,1.0000000000000002,0.62672766187848972,0.76225865972463314,0.18029935676214695,0.67132190422128035,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,136,1,4152013627,5,8,3,26,2677,528,5,20,0.5193988999134469,0.72901876910378849,0.72901876910378882,1.0000000000000004,0.5218757910453149,0.62930801786745938,0.24567946561744244,0.63158671033074798,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,137,1,4152013627,5,8,3,25,2465,480,5,70,0.52435798617831209,0.7591702817422582,0.7591702817422582,1,0.54376359356825821,0.65345795598455703,0.15813535606399148,0.57265906589817517,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,138,1,4152013627,5,8,3,25,2532,504,5,45,0.51695430566172429,0.79875678335738087,0.79875678335738087,1,0.57164072954015832,0.70501970667433222,0.12811600886501961,0.58718799185927439,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,139,1,4152013627,5,8,3,24,2477,510,5,83,0.49464938222224353,0.78999868484866176,0.78999868484866176,1,0.56393918690088696,0.71081941497491619,0.19993480357410479,0.65639499257251677,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,140,1,4152013627,5,8,3,24,2287,464,5,59,0.41888877971304583,0.64103971275549743,0.64103971275549743,1,0.45354027827278193,0.51739975797412852,0.25254463705376917,0.55150270952308067,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,141,1,4152013627,5,8,3,25,2658,564,5,75,0.43670571097063804,0.62246162737240696,0.62246162737240696,1,0.44134003020294682,0.50766508900789376,0.22056349823595894,0.51907976068322625,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,142,1,4152013627,5,8,3,23,2043,408,5,8,0.44207713770816992,0.63466505987984423,0.62471538981870112,0.98432295916364643,0.4403310676525739,0.56861321865839742,0.064469718397780013,0.44041855972628974,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,143,1,4152013627,5,8,3,23,1676,386,5,8,0.47071360926570083,0.65139138762061433,0.63332030285646979,0.97225771616331291,0.44563803893195392,0.58722156181065999,0.093328754057357799,0.48021039141129096,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,144,1,4152013627,5,8,3,22,1373,310,5,16,0.44501365909307722,0.624596204690546,0.61139456611865906,0.97886372271757938,0.43009014573067861,0.60107322327479396,0.049199575958955313,0.46261296621466585,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,145,1,4152013627,5,8,3,21,850,308,4,11,0.43911262225543723,0.62483594561249056,0.62454296918083485,0.99953111463302813,0.44285774562374441,0.5433094637572804,0.11994501299175553,0.46625443946923273,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,146,1,4152013627,5,8,3,22,873,300,4,6,0.47961507525033897,0.65593223992520322,0.655932239925203,0.99999999999999967,0.46742511320573032,0.54354408406888566,0.1309114806869261,0.46790416638474663,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,147,1,4152013627,5,8,3,21,725,232,4,26,0.42808243213086894,0.59393597502223616,0.58299024613415484,0.98157086058363185,0.40973420962366458,0.47691223665765642,0.17086188096825128,0.45318167190956327,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,148,1,4152013627,5,8,3,22,673,192,4,12,0.43832598245165755,0.55849376423102837,0.54703660983420299,0.97948561804875234,0.3846047266790168,0.53106374333264561,0.042595510183916191,0.40579719330873865,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,149,1,4152013627,5,8,3,21,530,150,4,6,0.41383576989846116,0.50911417314651042,0.50872627832053874,0.99923809855150103,0.35959368745731357,0.39915512760712646,0.048237395711694747,0.29241244559982393,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,150,1,4152013627,5,8,3,21,530,150,4,12,0.36533048702721282,0.44635576706603575,0.37588186503275794,0.84211271090656348,0.24324830384562857,0.37402696021059745,0.091910306533014866,0.32332619007086782,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,151,1,4152013627,5,8,3,19,287,98,4,6,0.35631114605358027,0.46086906349235973,0.39472847499464142,0.85648724608130533,0.2574143096991327,0.35824553942399279,0.052353891413597364,0.26772729602192002,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,152,1,4152013627,5,8,3,19,287,98,4,6,0.38898664642778569,0.50887376931365513,0.4466283100679791,0.87767996112350266,0.29647316860407236,0.36710120568956922,0.10466961350926156,0.30960173782023698,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,153,1,4152013627,5,8,3,18,187,98,3,7,0.36647758147995302,0.46138415848342718,0.46138415848342734,1.0000000000000004,0.32433166152885207,0.38630385485768104,0.077296840257669613,0.31813359910640715,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,154,1,4152013627,5,8,3,17,130,56,3,7,0.33847843707143888,0.41382432475916575,0.41382432475916586,1.0000000000000002,0.28986835722499232,0.37820976520894761,0.036435388713863787,0.28699511028228525,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,155,1,4152013627,5,8,3,16,73,56,2,8,0.35321861541365174,0.41669798155509091,0.41669798155509097,1.0000000000000002,0.29242991873339891,0.34062067172508925,0.078740075019413908,0.28679842593793664,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,156,1,4152013627,5,8,3,14,57,42,2,7,0.29046040013587604,0.38522576748078763,0.38522576748078768,1.0000000000000002,0.26815225173056617,0.26783902116684827,0.12032451658738919,0.26046855783666545,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,157,1,4152013627,5,8,3,14,57,42,2,7,0.29531793220724345,0.35905948443583047,0.35905948443583047,1,0.2500989859884688,0.25483627782097246,0.10678808210077159,0.24309378773972037,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,158,1,4152013627,5,8,3,14,57,42,2,7,0.2842048703465706,0.36046292869848939,0.36046292869848945,1.0000000000000002,0.25070639920998317,0.25470021478021604,0.10882131123151532,0.24434793885768638,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,159,1,4152013627,5,8,3,12,43,30,2,6,0.2632867956431405,0.37531070664196048,0.37531070664196053,1.0000000000000002,0.26030067836524179,0.27749792204340867,0.18735246126177313,0.33472448190099979,1,1,1
exact-oracle-audit-v1,SAT-COV-V1,160,1,4152013627,5,8,3,12,43,30,2,6,0.24923736013530307,0.34523766868432415,0.34523766868432415,1,0.23898576079971581,0.26881492306885868,0.14010255834974147,0.29191880808690313,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,1,1,3113000784,5,10,3,14,147,72,3,7,0.87321597359325698,2.0346185667951673,2.0346185667951673,1,1.5093138637611114,1.8813983219460044,0.26047524152450785,1.5578447554096584,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,2,1,3113000784,5,10,3,14,147,72,3,7,0.87256741245056391,2.0353965752805445,2.035396575280545,1.0000000000000002,1.5098029939431077,1.8845186733319457,0.23395796614703623,1.5401676176080166,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,3,1,3113000784,5,10,3,12,73,24,3,9,0.86466889245553902,1.9230185687675083,1.8113983647995611,0.9419557326274357,1.3138088888882993,1.7191426494708821,0.32587156351900737,1.4745152558910419,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,4,1,3113000784,5,10,3,12,73,24,3,9,0.85731067174976572,1.8636090271904684,1.7594380487346406,0.9441025574914319,1.2763011728694948,1.6916999798750383,0.27211381391454059,1.4201979737968549,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,5,1,3113000784,5,10,3,12,73,24,3,9,0.8547853751170853,1.8500841792817511,1.7471070474066419,0.94433921816731203,1.2671622517186183,1.6735397734486954,0.26350543229338302,1.3986689883613626,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,6,1,3113000784,5,10,3,12,73,24,3,9,0.86306226281929677,1.9223340980842463,1.8073606573459295,0.94019070834102325,1.3097414197307145,1.7392054341449679,0.23448457355670299,1.423683629294588,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,7,1,3113000784,5,10,3,12,73,24,3,9,0.87005333098812043,1.9789304162806296,1.8511207324884218,0.93541476610763086,1.3397762503762438,1.794270843819185,0.2216172918689811,1.4547203445659436,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,8,1,3113000784,5,10,3,13,94,36,3,12,0.88107915384926383,2.0223123583134739,1.8869037044745758,0.9330426611486351,1.3658341054926175,1.835716921965679,0.2275067049086083,1.4905056571403172,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,9,1,3113000784,5,10,3,12,73,24,3,9,0.87226619064556687,1.9954078354838762,1.8623159703584329,0.93330092086504746,1.347008463786626,1.8117178586718807,0.20849822033330706,1.4579422897832219,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,10,1,3113000784,5,10,3,12,73,24,3,9,0.87392327414174975,2.005757298149486,1.8705476810034303,0.9325892433392613,1.3527890275118089,1.8216787567620585,0.21454947214171821,1.4700690873562801,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,11,1,3113000784,5,10,3,12,73,24,3,9,0.86377079551114411,1.9222298379229446,1.8023328585607361,0.93762609600745639,1.3048318576845572,1.7437812206982852,0.20527799516695922,1.4056669997564497,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,12,1,3113000784,5,10,3,12,73,24,3,9,0.86819458212753386,1.9529950748827305,1.8252839107478984,0.9346075339475699,1.3203984833430109,1.7727694555939293,0.21176742431494155,1.4321214416532331,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,13,1,3113000784,5,10,3,20,579,156,4,16,0.94232256161939887,2.4948720919324625,2.494872091932463,1.0000000000000002,1.8620288750375884,2.359483844349973,0.1465889448452829,1.8381908184052791,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,14,1,3113000784,5,10,3,20,579,156,4,16,0.94149902058181867,2.4801657160548087,2.3749719186472591,0.95758598035340914,1.7457276379551119,2.1664236403780865,0.35791894344845632,1.8096028271886329,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,15,1,3113000784,5,10,3,20,579,156,4,16,0.94278007125557706,2.5018034638743534,2.392915604660923,0.95647625371626754,1.7583878301818219,2.1881639997718088,0.36623309814340982,1.8322972904736394,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,16,1,3113000784,5,10,3,20,579,156,4,16,0.94363690452874216,2.5161194922778578,2.4049534562079447,0.95581845917449892,1.7669333866147148,2.2032238192944025,0.36941887239349003,1.8462277496307262,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,17,1,3113000784,5,10,3,20,579,156,4,16,0.94407284669615754,2.5233252745615218,2.4107264588867574,0.95537681296584698,1.7709499201052177,2.2105042098997374,0.37218616212019834,1.8538255067212865,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,18,1,3113000784,5,10,3,20,579,156,4,16,0.9428322055082432,2.5016154361232106,2.3908063757284674,0.95570499814053533,1.7563346798169888,2.186068729118861,0.37318996813522426,1.8355477179059612,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,19,1,3113000784,5,10,3,20,579,156,4,16,0.942317416297068,2.4901756455076871,2.3821367676350595,0.95661395288821038,1.7504840155726307,2.1782475509078085,0.35925793797288313,1.8199806529278697,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,20,1,3113000784,5,10,3,22,1153,162,5,14,0.94710915682790164,2.6349174212574726,2.5365867890232807,0.96268170249249585,1.8690305303625685,2.3481998465966982,0.35255983891937859,1.9486066654020626,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,21,1,3113000784,5,10,3,21,613,162,4,24,0.94221252470825501,2.4187666111004895,2.41876661110049,1.0000000000000002,1.8052110009093596,2.2729658141881801,0.12527319537866405,1.7547423515615206,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,22,1,3113000784,5,10,3,21,613,162,4,24,0.94277614760035255,2.4333442108998868,2.4333442108998873,1.0000000000000002,1.8161790156653401,2.2878403299798227,0.12324065552522045,1.7644471250218936,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,23,1,3113000784,5,10,3,21,613,162,4,24,0.94256045934393728,2.4325226177540133,2.4325226177540133,1,1.8155320496096765,2.2889536205121255,0.11850711815477097,1.7621382971434829,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,24,1,3113000784,5,10,3,21,613,162,4,24,0.94151007780339058,2.4130365576501465,2.4130365576501465,1,1.8008253720847058,2.2769972619093801,0.21749579027344884,1.8303285608081623,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,25,1,3113000784,5,10,3,21,613,162,4,24,0.94075441019904382,2.3943182359727793,2.3943182359727797,1.0000000000000002,1.7867395881443189,2.2498764937649742,0.14327947029256702,1.7513730041765798,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,26,1,3113000784,5,10,3,21,613,162,4,24,0.94224180279978031,2.4227839460659286,2.4227839460659282,0.99999999999999978,1.8082138442661686,2.2766262887192519,0.16354770536936253,1.7865140818562344,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,27,1,3113000784,5,10,3,21,613,162,4,24,0.94278795562491702,2.4354911861829103,2.4354911861829098,0.99999999999999978,1.8177833069883529,2.2910884161747482,0.16830052091097175,1.8014375282298996,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,28,1,3113000784,5,10,3,21,613,162,4,24,0.94418170244744226,2.4653905997108398,2.4653905997108403,1.0000000000000002,1.8403203606341223,2.3270766107992387,0.28865522985814429,1.9215615937948414,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,29,1,3113000784,5,10,3,21,613,162,4,24,0.94241148667792196,2.4275611401426036,2.427561140142604,1.0000000000000002,1.8118057456725583,2.2392405615748205,0.34928243686144345,1.8892735847078546,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,30,1,3113000784,5,10,3,21,613,162,4,24,0.94043499666077768,2.379917037254585,2.379917037254585,1,1.7759438618890768,2.1848140837951475,0.35869966483125465,1.8539323299111961,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,31,1,3113000784,5,10,3,21,613,162,4,24,0.94326234545374166,2.4390595479302113,2.4390595479302113,1,1.8205210551154365,2.1649721760360419,0.34355471130602666,1.8078071460106124,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,32,1,3113000784,5,10,3,21,613,162,4,24,0.9451561409206235,2.4803554602601432,2.4803554602601432,1,1.8516463872445086,2.1884296630671503,0.36165787726487486,1.8347347068670392,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,33,1,3113000784,5,10,3,21,613,162,4,24,0.94527321870314174,2.4849589874354789,2.4849589874354785,0.99999999999999978,1.8551017254199684,2.1919390937476897,0.35705402935898906,1.8335870048083986,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,34,1,3113000784,5,10,3,21,613,162,4,24,0.94445872489725013,2.4669053991988794,2.4669053991988794,1,1.8414950270157759,2.1830580646954751,0.34301181442085771,1.8185289730711836,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,35,1,3113000784,5,10,3,21,613,162,4,24,0.94283451984788602,2.4321119547029917,2.4321119547029912,0.99999999999999978,1.8152684269160777,2.1627007434093595,0.31930214529684098,1.7888058940588614,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,36,1,3113000784,5,10,3,21,613,162,4,24,0.94294989152074438,2.4365914545461322,2.4365914545461314,0.99999999999999967,1.818629897442404,2.1669675843438223,0.31981368284401468,1.7923368011348655,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,37,1,3113000784,5,10,3,21,613,162,4,24,0.94183907327903316,2.4080479462587632,2.4080479462587632,1,1.797153411628353,2.1602319297637953,0.31608813093247079,1.7899013489552225,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,38,1,3113000784,5,10,3,21,613,162,4,24,0.94254271283036195,2.427114973146697,2.427114973146697,1,1.8114932411999392,2.1708766154278889,0.32370849181082961,1.8015744660875841,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,39,1,3113000784,5,10,3,21,613,162,4,24,0.94087871925118605,2.3884065701314467,2.3884065701314467,1,1.782347175696372,2.100931981112538,0.35423121520715695,1.7645316453108117,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,40,1,3113000784,5,10,3,21,613,162,4,24,0.94127174222503629,2.4048538509556474,2.4048538509556474,1,1.7946818028851959,2.155110911271402,0.30147550710333476,1.7744146721436274,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,41,1,3113000784,5,10,3,21,613,162,4,24,0.94129981864268486,2.4063521692302592,2.4063521692302592,1,1.7958043093978233,2.1600296839742565,0.30315094991302927,1.7802312955312587,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,42,1,3113000784,5,10,3,21,613,162,4,24,0.9405777558303513,2.3882141105966377,2.3882141105966377,1,1.7821572685350611,2.1051178991299557,0.34455986086964174,1.7613778153354951,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,43,1,3113000784,5,10,3,21,613,162,4,31,0.94164720951253411,2.4265192563370852,2.4265192563370857,1.0000000000000002,1.8109087951874754,2.1781803764864494,0.31833554583397428,1.8048560933583444,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,44,1,3113000784,5,10,3,21,613,162,4,24,0.93915600661063425,2.3580479421503724,2.3580479421503728,1.0000000000000002,1.7594303859547993,2.0967113705554188,0.31549660830622939,1.7383711284165373,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,45,1,3113000784,5,10,3,21,613,162,4,24,0.93663801083211673,2.3011074710028665,2.3011074710028665,1,1.7165712589683584,2.1861204290426497,0.12214966356814733,1.6946710057085796,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,46,1,3113000784,5,10,3,23,1176,468,4,7,0.94530608973675545,2.3742431418908625,2.3742431418908621,0.99999999999999978,1.7724538033989328,2.1727049074379385,0.23944691265568818,1.7529903488561769,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,47,1,3113000784,5,10,3,23,1176,468,4,7,0.94517827288413725,2.3620702516221623,2.3620702516221623,1,1.7633469270370448,2.2217551927720711,0.18297636315066929,1.7621711038521424,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,48,1,3113000784,5,10,3,23,1176,468,4,7,0.94497487606029784,2.3649897383781542,2.3649897383781542,1,1.7654954924883088,2.2151487537145447,0.25037585200637913,1.8060556078614278,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,49,1,3113000784,5,10,3,23,1176,468,4,7,0.94471484203673783,2.3634672091084967,2.3634672091084976,1.0000000000000004,1.7643194116752641,2.2145055827515345,0.26460108727247716,1.8165898879175284,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,50,1,3113000784,5,10,3,23,1176,468,4,7,0.94381074468037096,2.3555948685667714,2.3555948685667709,0.99999999999999978,1.7583058450647868,2.2154201436759746,0.21981791144964413,1.7853434376611925,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,51,1,3113000784,5,10,3,23,1176,468,4,7,0.94390216834302898,2.3935626891555164,2.3935626891555155,0.99999999999999967,1.7866605432635103,2.2283872137306049,0.23371995120574685,1.7992683453360288,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,52,1,3113000784,5,10,3,23,1176,468,4,7,0.94450640797228025,2.4018066618752081,2.4018066618752081,1,1.7929074959311768,2.235862258978043,0.21879808677939167,1.7933702914128837,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,53,1,3113000784,5,10,3,23,1176,468,4,7,0.94409807449203764,2.35878262031463,2.35878262031463,1,1.760728876273689,2.2141305594810907,0.25089798057595636,1.8069173897645618,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,54,1,3113000784,5,10,3,23,1176,468,4,7,0.94460629291823683,2.3620647166591882,2.3620647166591886,1.0000000000000002,1.7632559785349784,2.2185024083326068,0.21695858979273791,1.784697658197447,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,55,1,3113000784,5,10,3,23,1176,468,4,7,0.94447679172341914,2.3549882458643703,2.3549882458643707,1.0000000000000002,1.7579538683758851,2.2132057055064469,0.22131474410800023,1.7844938375373824,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,56,1,3113000784,5,10,3,23,1176,468,4,7,0.94393635466056725,2.373371534833816,2.373371534833816,1,1.7715941932625729,2.2182673251537364,0.26219622749586241,1.8159325231554435,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,57,1,3113000784,5,10,3,24,1403,593,4,7,0.94660880289848337,2.3988619294463085,2.3988619294463089,1.0000000000000002,1.7910332721736328,2.2345907186735303,0.20922956615917337,1.7858071377754192,1,1,1
exact-oracle-audit-v1,UAV-AG-V1,58,1,3113000784,5,10,3,24,1403,593,4,7,0.94634632216856895,2.4099628586157862,2.4099628586157862,1,1.7992808094814161,2.2370640219654225,0.22073023589025276,1.7941804004426656,1,1,1
